dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1517540400,2018-02-02 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.87,-4.09,1,4.66,1017,,,87,5.66,300,,,,,20,801,Clouds,few clouds,02n
1517544000,2018-02-02 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.86,-4.1,1,4.61,1016,,,87,5.66,290,,,,,20,801,Clouds,few clouds,02n
1517547600,2018-02-02 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.85,-4.11,1,4.54,1017,,,87,5.66,260,,,,,20,801,Clouds,few clouds,02n
1517551200,2018-02-02 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.23,-2.95,2,4.51,1017,,,87,4.63,270,,,,,20,801,Clouds,few clouds,02n
1517554800,2018-02-02 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.38,-4.51,1,4.45,1017,,,93,5.66,280,,,,,20,801,Clouds,few clouds,02n
1517558400,2018-02-02 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.38,-4.87,1,4.44,1017,,,93,6.17,280,,,,,20,801,Clouds,few clouds,02n
1517562000,2018-02-02 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.38,-3.79,1,4.37,1017,,,93,4.63,290,,,,,20,801,Clouds,few clouds,02d
1517565600,2018-02-02 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.32,-4.15,2,4.69,1018,,,93,6.69,280,,,,,20,801,Clouds,few clouds,02d
1517569200,2018-02-02 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.3,-3.52,3,5.31,1017,,,87,7.2,270,,,,,20,801,Clouds,few clouds,02d
1517572800,2018-02-02 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.71,-1.33,4,5.93,1016,,,81,6.17,270,,,,,20,801,Clouds,few clouds,02d
1517576400,2018-02-02 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.01,0.55,5.7,6.36,1016,,,81,5.66,280,,,,,20,801,Clouds,few clouds,02d
1517580000,2018-02-02 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.51,0.78,6,7,1015,,,70,5.66,280,,,,,40,802,Clouds,scattered clouds,03d
1517583600,2018-02-02 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.07,1.15,6,6.77,1014,,,75,4.63,290,,,,,75,803,Clouds,broken clouds,04d
1517587200,2018-02-02 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.64,0.65,5,6.68,1014,,,75,4.63,280,,,,,75,803,Clouds,broken clouds,04d
1517590800,2018-02-02 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.14,0.25,5,6.47,1013,,,81,4.63,260,,,,,75,803,Clouds,broken clouds,04d
1517594400,2018-02-02 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.69,-0.8,4,6.19,1013,,,75,5.14,260,,,,,75,803,Clouds,broken clouds,04n
1517598000,2018-02-02 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.03,0.31,4.24,5.97,1012,,,75,4.12,240,,,,,75,803,Clouds,broken clouds,04n
1517601600,2018-02-02 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.98,-0.46,3.89,5.77,1011,,,75,5.14,220,,,,,75,803,Clouds,broken clouds,04n
1517605200,2018-02-02 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.56,-0.59,3.6,5.55,1011,,,75,4.63,230,0.5,,,,75,500,Rain,light rain,10n
1517608800,2018-02-02 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4,0.17,2.69,5.17,1010,,,87,3.09,210,0.39,,,,75,500,Rain,light rain,10n
1517612400,2018-02-02 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.54,-0.03,2.78,4.95,1009,,,100,3.09,200,0.84,,,,75,500,Rain,light rain,10n
1517616000,2018-02-03 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.57,1.09,3,5.03,1009,,,100,1.54,170,0.66,,,,75,310,Drizzle,light intensity drizzle rain,09n
1517619600,2018-02-03 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.08,-1.01,3.57,5.25,1008,,,93,5.14,250,0.35,,,,75,310,Drizzle,light intensity drizzle rain,09n
1517623200,2018-02-03 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.19,-1.41,4,5.81,1008,,,100,6.17,270,0.11,,,,75,300,Drizzle,light intensity drizzle,09n
1517626800,2018-02-03 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.19,-0.69,4,5.9,1007,,,100,5.14,280,,,,,75,300,Drizzle,light intensity drizzle,09n
1517630400,2018-02-03 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.09,-2.08,3.54,5.46,1007,,,93,6.69,280,,,,,75,803,Clouds,broken clouds,04n
1517634000,2018-02-03 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.14,-2.48,2.74,4.83,1007,,,93,5.66,280,,,,,75,803,Clouds,broken clouds,04n
1517637600,2018-02-03 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.24,-3.88,2,4.39,1007,,,93,6.17,270,,,,,75,803,Clouds,broken clouds,04n
1517641200,2018-02-03 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.22,-4.26,2,4.25,1007,,,93,6.69,270,,,,,75,803,Clouds,broken clouds,04n
1517644800,2018-02-03 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.25,-3.87,2,4.33,1008,,,93,6.17,280,,,,,75,803,Clouds,broken clouds,04n
1517648400,2018-02-03 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.12,-3.22,2.83,4.49,1008,,,93,6.69,280,,,,,75,803,Clouds,broken clouds,04d
1517652000,2018-02-03 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.61,-3.88,3,4.57,1008,,,87,8.23,290,,,,,75,803,Clouds,broken clouds,04d
1517655600,2018-02-03 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.04,-3.02,3.56,4.83,1009,,,87,7.72,290,,,,,75,803,Clouds,broken clouds,04d
1517659200,2018-02-03 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.11,-2.42,4,5.13,1009,,,93,7.2,290,,,,,75,803,Clouds,broken clouds,04d
1517662800,2018-02-03 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.98,-1.2,4.35,5.37,1009,,,87,6.69,300,,,,,75,803,Clouds,broken clouds,04d
1517666400,2018-02-03 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.03,-1.87,4.64,5.67,1009,,,87,7.72,310,,,,,75,803,Clouds,broken clouds,04d
1517670000,2018-02-03 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.9,-1.93,4.99,6,1010,,,75,8.75,320,,,,,75,803,Clouds,broken clouds,04d
1517673600,2018-02-03 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.04,-2.75,4.55,5.89,1011,,,81,8.75,330,,,,,75,803,Clouds,broken clouds,04d
1517677200,2018-02-03 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.14,-3.79,3.94,5.64,1012,,,81,8.75,330,,,,,75,803,Clouds,broken clouds,04d
1517680800,2018-02-03 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.07,-2.07,3.43,5.39,1013,,,81,6.17,320,,,,,75,803,Clouds,broken clouds,04n
1517684400,2018-02-03 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.19,-3.29,2.99,5.18,1014,,,87,6.69,320,,,,,40,802,Clouds,scattered clouds,03n
1517688000,2018-02-03 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.16,-3.68,2.71,5.08,1015,,,87,7.2,320,,,,,40,802,Clouds,scattered clouds,03n
1517691600,2018-02-03 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.15,-3.34,2.59,5.05,1016,,,87,6.69,320,,,,,20,801,Clouds,few clouds,02n
1517695200,2018-02-03 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.19,-2.93,2.81,5.36,1017,,,87,6.17,330,,,,,20,801,Clouds,few clouds,02n
1517698800,2018-02-03 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.18,-3.66,2.81,5.27,1018,,,87,7.2,330,,,,,75,803,Clouds,broken clouds,04n
1517702400,2018-02-04 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.82,-3.35,2,5.29,1019,,,87,6.17,330,,,,,40,802,Clouds,scattered clouds,03n
1517706000,2018-02-04 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.58,-4.28,0,5.24,1021,,,93,5.66,330,,,,,20,801,Clouds,few clouds,02n
1517709600,2018-02-04 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.97,-3.11,1,5.26,1022,,,93,4.63,330,,,,,40,802,Clouds,scattered clouds,03n
1517713200,2018-02-04 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.43,-3.44,1,5.26,1023,,,87,5.66,340,,,,,75,803,Clouds,broken clouds,04n
1517716800,2018-02-04 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.93,-2.8,1,4.99,1024,,,93,4.12,330,,,,,40,802,Clouds,scattered clouds,03n
1517720400,2018-02-04 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.15,-4.19,-1,5.06,1025,,,87,4.63,340,,,,,40,802,Clouds,scattered clouds,03n
1517724000,2018-02-04 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.07,-4.5,0,4.93,1026,,,93,5.14,340,,,,,40,802,Clouds,scattered clouds,03n
1517727600,2018-02-04 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.47,-3.33,1,5.08,1027,,,93,4.12,340,,,,,40,802,Clouds,scattered clouds,03n
1517731200,2018-02-04 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.29,-2.02,2,5.04,1028,,,93,3.6,340,,,,,75,803,Clouds,broken clouds,04n
1517734800,2018-02-04 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.29,-2.02,2,4.81,1029,,,93,3.6,330,0.3,,,,75,520,Rain,light intensity shower rain,09d
1517738400,2018-02-04 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.63,-0.82,3,4.96,1030,,,93,4.12,360,0.9,,,,75,521,Rain,proximity shower rain,09d
1517742000,2018-02-04 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.57,1,4,5.32,1030,,,93,3.09,350,,,,,75,803,Clouds,broken clouds,04d
1517745600,2018-02-04 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.02,1.9,4.9,5.38,1031,,,93,2.57,10,,,,,75,803,Clouds,broken clouds,04d
1517749200,2018-02-04 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.56,2.36,5,6,1031,,,87,2.57,130,0.9,,,,75,521,Rain,proximity shower rain,09d
1517752800,2018-02-04 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.95,1.92,5.53,6,1031,,,81,3.6,120,,,,,40,802,Clouds,scattered clouds,03d
1517756400,2018-02-04 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.39,2.28,5.43,7,1031,,,76,3.6,120,0.9,,,,75,521,Rain,proximity shower rain,09d
1517760000,2018-02-04 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.48,1.91,4.88,6,1032,,,75,2.57,90,0.9,,,,75,521,Rain,proximity shower rain,09d
1517763600,2018-02-04 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.51,0.24,3.79,5.47,1032,,,81,3.6,100,0.9,,,,75,521,Rain,proximity shower rain,09d
1517767200,2018-02-04 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.2,0.17,2,5.02,1032,,,81,1.54,0,,,,,75,803,Clouds,broken clouds,04n
1517770800,2018-02-04 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.35,-1.66,0.92,4.66,1032,,,93,1.54,0,,,,,40,802,Clouds,scattered clouds,03n
1517774400,2018-02-04 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.09,-0.81,0.69,4.21,1032,,,93,1.54,40,,,,,40,802,Clouds,scattered clouds,03n
1517778000,2018-02-04 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.58,-1.56,0.27,4,1032,,,86,1.54,0,,,,,20,801,Clouds,few clouds,02n
1517781600,2018-02-04 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.03,-3.1,-1,4.05,1032,,,100,1.54,0,,,,,40,802,Clouds,scattered clouds,03n
1517785200,2018-02-04 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.72,-2.24,0,3.86,1032,,,100,1.54,200,,,,,75,803,Clouds,broken clouds,04n
1517788800,2018-02-05 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.13,-2.13,0,3.92,1032,,,100,2.06,260,,,,,20,801,Clouds,few clouds,02n
1517792400,2018-02-05 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.98,-4.68,-2,3.68,1032,,,93,2.06,310,,,,,40,802,Clouds,scattered clouds,03n
1517796000,2018-02-05 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.49,-4.48,-2,3.66,1032,,,93,2.57,40,0.3,,,,75,520,Rain,light intensity shower rain,09n
1517799600,2018-02-05 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.17,-2.23,-0.55,3.88,1031,,,93,2.06,320,0.3,,,,75,520,Rain,light intensity shower rain,09n
1517803200,2018-02-05 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.14,-1.75,-1.13,3.83,1031,,,100,1.54,0,0.3,,,,75,520,Rain,light intensity shower rain,09n
1517806800,2018-02-05 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.14,-2.11,-0.79,3.62,1031,,,100,2.06,290,,,,,75,803,Clouds,broken clouds,04n
1517810400,2018-02-05 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.1,-1.95,-0.37,3.24,1031,,,93,1.54,300,,,,,75,803,Clouds,broken clouds,04n
1517814000,2018-02-05 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.02,-1.89,-0.58,2.77,1030,,,100,1.54,300,,,,,75,803,Clouds,broken clouds,04n
1517817600,2018-02-05 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1,-1.71,-0.52,2.6,1030,,,93,1.03,0,,,,,75,803,Clouds,broken clouds,04n
1517821200,2018-02-05 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.18,-1.5,1,3.05,1030,,,93,1.03,0,,,,,75,803,Clouds,broken clouds,04d
1517824800,2018-02-05 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.06,-0.84,1.34,3.31,1030,,,93,1.54,120,,,,,75,803,Clouds,broken clouds,04d
1517828400,2018-02-05 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.59,-1.61,2,3.53,1029,,,81,3.09,130,,,,,75,803,Clouds,broken clouds,04d
1517832000,2018-02-05 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.48,-1.85,2.62,4,1029,,,60,4.12,120,,,,,75,803,Clouds,broken clouds,04d
1517835600,2018-02-05 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.93,-1.35,3.34,4,1028,,,60,4.12,130,,,,,75,803,Clouds,broken clouds,04d
1517839200,2018-02-05 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.34,0.08,3.05,5,1027,,,56,2.57,200,,,,,75,803,Clouds,broken clouds,04d
1517842800,2018-02-05 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.27,-0.11,2.93,5,1026,,,52,2.57,120,,,,,75,803,Clouds,broken clouds,04d
1517846400,2018-02-05 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.42,-0.83,2.61,4,1026,,,60,2.57,140,,,,,40,802,Clouds,scattered clouds,03d
1517850000,2018-02-05 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.05,-1.78,1,3.35,1025,,,69,2.06,130,,,,,40,802,Clouds,scattered clouds,03d
1517853600,2018-02-05 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.76,-3.83,-1,3.41,1025,,,74,3.09,90,,,,,40,802,Clouds,scattered clouds,03n
1517857200,2018-02-05 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.52,-4.41,-2,3.08,1025,,,80,2.06,140,,,,,40,802,Clouds,scattered clouds,03n
1517860800,2018-02-05 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.18,-3.67,-1,2.85,1024,,,80,1.54,220,,,,,75,803,Clouds,broken clouds,04n
1517864400,2018-02-05 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.16,-3.17,-1,2.89,1024,,,86,1.54,0,,,,,75,803,Clouds,broken clouds,04n
1517868000,2018-02-05 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.72,-4.34,0,2.83,1023,,,86,4.12,250,,,,,75,600,Snow,light snow,13n
1517871600,2018-02-05 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.27,-4.34,0,2.57,1023,,,93,3.6,260,,,0.39,,75,600,Snow,light snow,13n
1517875200,2018-02-06 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.19,-4.43,0,1.97,1023,,,93,3.6,270,,,0.55,,75,600,Snow,light snow,13n
1517878800,2018-02-06 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.25,-4.21,-1,1.57,1023,,,93,2.57,260,,,0.52,,75,600,Snow,light snow,13n
1517882400,2018-02-06 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.14,-4.13,-0.01,1.62,1022,,,93,3.09,250,,,,,75,803,Clouds,broken clouds,04n
1517886000,2018-02-06 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.17,-4.82,0,1.77,1021,,,93,4.12,270,,,,,75,803,Clouds,broken clouds,04n
1517889600,2018-02-06 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.21,-5.71,0,1.95,1021,,,100,5.66,270,,,,,75,803,Clouds,broken clouds,04n
1517893200,2018-02-06 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.36,-5.53,0,3.05,1021,,,100,5.66,290,,,,,75,803,Clouds,broken clouds,04n
1517896800,2018-02-06 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.29,-4.25,1,3.55,1021,,,93,5.14,310,,,,,75,803,Clouds,broken clouds,04n
1517900400,2018-02-06 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.26,-3.93,1,3.36,1021,,,93,4.63,310,,,,,75,803,Clouds,broken clouds,04n
1517904000,2018-02-06 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.19,-4.88,1,3,1021,,,86,5.66,310,,,,,75,803,Clouds,broken clouds,04n
1517907600,2018-02-06 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.28,-4.84,0,2.69,1022,,,86,4.12,300,,,,,40,802,Clouds,scattered clouds,03d
1517911200,2018-02-06 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.13,-4.23,0.7,2.78,1022,,,86,4.63,310,,,,,40,802,Clouds,scattered clouds,03d
1517914800,2018-02-06 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.04,-5.25,1.33,3.09,1022,,,75,7.2,320,,,,,40,802,Clouds,scattered clouds,03d
1517918400,2018-02-06 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.13,-5.4,1.96,3.46,1023,,,80,7.72,330,,,,,20,801,Clouds,few clouds,02d
1517922000,2018-02-06 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.04,-5.56,2.48,3.87,1022,,,75,9.26,330,,,,,20,801,Clouds,few clouds,02d
1517925600,2018-02-06 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.09,-6.35,2.84,4.19,1022,,,70,10.29,330,,,,,40,802,Clouds,scattered clouds,03d
1517929200,2018-02-06 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.07,-4.93,2.63,4.18,1023,,,70,8.23,330,,,,,20,801,Clouds,few clouds,02d
1517932800,2018-02-06 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.08,-4.92,2.66,4.11,1023,,,70,8.23,340,,,,,20,801,Clouds,few clouds,02d
1517936400,2018-02-06 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.51,-4.14,1.82,3.62,1023,,,69,6.17,330,,,,,20,801,Clouds,few clouds,02d
1517940000,2018-02-06 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.06,-4.62,-1,3.03,1024,,,80,3.09,310,,,,,20,801,Clouds,few clouds,02n
1517943600,2018-02-06 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.28,-5.32,0,2.74,1024,,,80,4.63,290,,,,,20,801,Clouds,few clouds,02n
1517947200,2018-02-06 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.17,-6.06,-1,2.39,1024,,,86,5.14,300,,,,,20,801,Clouds,few clouds,02n
1517950800,2018-02-06 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.66,-6.12,-1,2.13,1024,,,93,4.63,300,,,,,20,801,Clouds,few clouds,02n
1517954400,2018-02-06 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.11,-8.07,-2,1.86,1024,,,93,6.69,290,,,,,20,801,Clouds,few clouds,02n
1517958000,2018-02-06 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.74,-6.93,-1,1.78,1024,,,93,5.66,280,,,,,20,801,Clouds,few clouds,02n
1517961600,2018-02-07 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.62,-7.79,-2,1.58,1024,,,100,5.66,290,,,,,20,801,Clouds,few clouds,02n
1517965200,2018-02-07 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.24,-5.69,-2,1.56,1024,,,93,3.09,220,,,,,20,801,Clouds,few clouds,02n
1517968800,2018-02-07 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.23,-6.04,-2,1.63,1024,,,93,3.6,300,,,,,20,801,Clouds,few clouds,02n
1517972400,2018-02-07 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.24,-6.41,-2,1.63,1024,,,93,4.12,300,,,,,20,801,Clouds,few clouds,02n
1517976000,2018-02-07 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.6,-6.82,-2,1.72,1024,,,93,4.12,280,,,,,20,801,Clouds,few clouds,02n
1517979600,2018-02-07 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-2,-7.27,-3,1.66,1024,,,93,4.12,280,,,,,20,801,Clouds,few clouds,02n
1517983200,2018-02-07 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.99,-7.97,-3,1.69,1024,,,93,5.14,270,,,,,20,801,Clouds,few clouds,02n
1517986800,2018-02-07 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.6,-7.53,-2,1.75,1023,,,93,5.14,270,,,,,20,801,Clouds,few clouds,02n
1517990400,2018-02-07 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.22,-6.26,-2,1.77,1023,,,100,4.12,250,,,,,40,802,Clouds,scattered clouds,03d
1517994000,2018-02-07 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.09,-5.62,-0.8,1.83,1024,,,93,5.14,250,,,,,75,803,Clouds,broken clouds,04d
1517997600,2018-02-07 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.63,-5.37,0,2.37,1023,,,93,5.66,250,,,,,75,803,Clouds,broken clouds,04d
1518001200,2018-02-07 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.61,-3.88,1,3.03,1023,,,93,5.14,250,,,,,75,803,Clouds,broken clouds,04d
1518004800,2018-02-07 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.57,-2.92,2,3.6,1023,,,87,5.14,240,,,,,75,803,Clouds,broken clouds,04d
1518008400,2018-02-07 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.48,-2.39,3,4.03,1022,,,81,5.66,250,,,,,75,803,Clouds,broken clouds,04d
1518012000,2018-02-07 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.94,-2.02,3.17,4.16,1021,,,75,5.66,240,,,,,90,804,Clouds,overcast clouds,04d
1518015600,2018-02-07 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.55,-1.79,2.93,4.21,1021,,,87,5.14,230,0.18,,,,90,300,Drizzle,light intensity drizzle,09d
1518019200,2018-02-07 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.08,-2.33,2.64,4.19,1020,,,87,5.14,210,,,,,75,803,Clouds,broken clouds,04d
1518022800,2018-02-07 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.08,-1.97,2.53,4.3,1019,,,87,4.63,210,0.5,,,,75,500,Rain,light rain,10d
1518026400,2018-02-07 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.47,-1.88,2.51,4.42,1019,,,87,5.14,210,,,,,75,803,Clouds,broken clouds,04n
1518030000,2018-02-07 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4,-1.27,3.28,4.61,1018,,,87,5.14,210,,,,,75,803,Clouds,broken clouds,04n
1518033600,2018-02-07 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.91,-0.74,3.69,5,1017,,,81,5.66,220,,,,,75,803,Clouds,broken clouds,04n
1518037200,2018-02-07 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.96,-2.12,4.06,5.23,1016,,,81,7.72,220,,,,,75,803,Clouds,broken clouds,04n
1518040800,2018-02-07 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.02,-2.6,4.46,5.61,1016,,,87,8.75,230,,,,,75,803,Clouds,broken clouds,04n
1518044400,2018-02-07 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.44,-1.02,4.06,6,1015,,,87,7.2,220,,,,,75,803,Clouds,broken clouds,04n
1518048000,2018-02-08 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.95,-0.06,5.02,6.08,1015,,,87,6.69,220,,,,,75,803,Clouds,broken clouds,04n
1518051600,2018-02-08 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.98,-1.82,5.28,6.3,1014,,,87,9.26,230,,,,,75,803,Clouds,broken clouds,04n
1518055200,2018-02-08 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.97,-0.21,5.09,6.53,1014,,,93,7.2,230,,,,,75,803,Clouds,broken clouds,04n
1518058800,2018-02-08 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.43,-0.57,5.14,7,1013,,,87,8.23,230,,,,,75,803,Clouds,broken clouds,04n
