dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1526288400,2018-05-14 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.65,10.2,10.41,13,1021,,,77,3.09,220,,,,,75,803,Clouds,broken clouds,04d
1526292000,2018-05-14 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.11,11.49,10.79,14,1022,,,77,2.06,210,,,,,75,803,Clouds,broken clouds,04d
1526295600,2018-05-14 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.61,12.48,11.04,14,1022,,,77,1.54,0,,,,,75,803,Clouds,broken clouds,04d
1526299200,2018-05-14 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.04,11.94,11.18,15,1022,,,77,3.09,140,,,,,75,803,Clouds,broken clouds,04d
1526302800,2018-05-14 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.73,11.91,11.46,14,1023,,,77,2.57,170,,,,,75,803,Clouds,broken clouds,04d
1526306400,2018-05-14 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.6,12.38,11.68,15,1023,,,72,3.09,150,,,,,75,803,Clouds,broken clouds,04d
1526310000,2018-05-14 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.64,12.35,11.83,15,1023,,,77,3.6,140,,,,,75,803,Clouds,broken clouds,04d
1526313600,2018-05-14 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.7,13.14,12.05,15,1023,,,77,2.57,140,,,,,75,803,Clouds,broken clouds,04d
1526317200,2018-05-14 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.69,13.49,11.94,15,1023,,,77,2.06,140,,,,,75,803,Clouds,broken clouds,04d
1526320800,2018-05-14 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.55,15.38,11.98,16,1022,,,72,0.51,0,,,,,75,803,Clouds,broken clouds,04d
1526324400,2018-05-14 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.68,13.12,11.84,15,1023,,,77,2.57,120,,,,,75,803,Clouds,broken clouds,04d
1526328000,2018-05-14 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.74,12.51,11.44,14,1023,,,82,2.1,120,,,,,75,803,Clouds,broken clouds,04d
1526331600,2018-05-14 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.21,12.51,11.12,14,1023,,,87,1.5,0,,,,,75,803,Clouds,broken clouds,04n
1526335200,2018-05-14 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.14,11.78,10.96,14,1023,,,82,2.06,140,,,,,75,803,Clouds,broken clouds,04n
1526338800,2018-05-14 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.74,11.27,10.93,13,1023,,,82,2.06,150,,,,,75,803,Clouds,broken clouds,04n
1526342400,2018-05-15 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.24,11.21,10.72,13,1023,,,94,2.06,150,,,,,75,803,Clouds,broken clouds,04n
1526346000,2018-05-15 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.66,11.83,10.59,13,1023,,,88,1.54,160,,,,,75,803,Clouds,broken clouds,04n
1526349600,2018-05-15 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.11,10.41,10.04,13,1023,,,88,2.57,130,,,,,75,803,Clouds,broken clouds,04n
1526353200,2018-05-15 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.76,10.96,10.34,12,1023,,,94,1.54,270,,,,,75,803,Clouds,broken clouds,04n
1526356800,2018-05-15 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.61,11.76,10.46,13,1022,,,88,1.54,250,,,,,75,803,Clouds,broken clouds,04n
1526360400,2018-05-15 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.24,10.57,10.59,13,1022,,,88,2.57,240,,,,,75,803,Clouds,broken clouds,04d
1526364000,2018-05-15 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.3,9.85,10.82,13,1022,,,94,4.12,260,,,,,75,803,Clouds,broken clouds,04d
1526367600,2018-05-15 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.8,9.78,11.26,13,1023,,,94,5.14,250,,,,,75,803,Clouds,broken clouds,04d
1526371200,2018-05-15 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.16,11.96,11.94,15,1023,,,88,4.12,270,,,,,40,802,Clouds,scattered clouds,03d
1526374800,2018-05-15 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.13,12.53,12.72,16,1023,,,82,4.63,280,,,,,75,803,Clouds,broken clouds,04d
1526378400,2018-05-15 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.58,13.18,12.4,16,1023,,,77,4.12,280,,,,,75,803,Clouds,broken clouds,04d
1526382000,2018-05-15 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.63,12.53,12.64,16,1023,,,77,5.14,280,,,,,75,803,Clouds,broken clouds,04d
1526385600,2018-05-15 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.27,14.04,12.76,17,1023,,,82,4.6,300,,,,,75,803,Clouds,broken clouds,04d
1526389200,2018-05-15 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.06,13.8,12.73,17,1023,,,77,4.12,290,,,,,75,803,Clouds,broken clouds,04d
1526392800,2018-05-15 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.07,13.1,12.77,17,1023,,,77,5.14,300,,,,,75,803,Clouds,broken clouds,04d
1526396400,2018-05-15 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.78,12.77,12.5,15,1024,,,88,4.12,310,,,,,75,803,Clouds,broken clouds,04d
1526400000,2018-05-15 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.33,11.79,12.69,15,1024,,,94,5.14,330,,,,,75,803,Clouds,broken clouds,04d
1526403600,2018-05-15 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.04,9.01,12.5,13.8,1025,,,94,6.69,320,0.4,,,,75,500,Rain,light rain,10d
1526407200,2018-05-15 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.13,7.19,12,13.02,1025,,,88,7.2,340,,,,,75,803,Clouds,broken clouds,04d
1526410800,2018-05-15 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12,6.47,11.89,12.16,1026,,,76,7.2,340,,,,,75,803,Clouds,broken clouds,04d
1526414400,2018-05-15 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.6,7.45,11,12,1027,,,76,5.1,340,,,,,75,803,Clouds,broken clouds,04d
1526418000,2018-05-15 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.95,6.05,10.64,11,1028,,,71,5.66,340,,,,,75,803,Clouds,broken clouds,04n
1526421600,2018-05-15 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.5,4.35,9,10.04,1029,,,81,6.17,350,,,,,40,802,Clouds,scattered clouds,03n
1526425200,2018-05-15 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.09,2.83,7,9.49,1029,,,76,5.66,340,,,,,40,802,Clouds,scattered clouds,03n
1526428800,2018-05-16 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.67,2.24,5,8.84,1029,,,87,4.63,320,,,,,20,801,Clouds,few clouds,02n
1526432400,2018-05-16 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,5.73,1.66,4,8.26,1029,,,93,4.12,320,,,,,20,801,Clouds,few clouds,02n
1526436000,2018-05-16 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,4.87,0.47,4,7.77,1030,,,87,4.12,320,,,,,20,801,Clouds,few clouds,02n
1526439600,2018-05-16 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,4.04,-0.5,3,7.45,1030,,,87,4.12,320,,,,,20,801,Clouds,few clouds,02n
1526443200,2018-05-16 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,3.11,-1.07,2,7.28,1030,,,93,3.6,310,,,,,20,801,Clouds,few clouds,02n
1526446800,2018-05-16 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,2.69,-1.75,2,7.15,1030,,,100,4.12,300,,,,,20,801,Clouds,few clouds,02d
1526450400,2018-05-16 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,4.52,0.42,3,7.52,1030,,,87,3.6,310,,,,,20,801,Clouds,few clouds,02d
1526454000,2018-05-16 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.71,1.73,6,8.05,1031,,,81,5.14,330,,,,,20,801,Clouds,few clouds,02d
1526457600,2018-05-16 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.74,3.25,8,9,1031,,,76,6.17,360,,,,,20,801,Clouds,few clouds,02d
1526461200,2018-05-16 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.27,3.06,9.02,11,1031,,,62,8.23,10,,,,,20,801,Clouds,few clouds,02d
1526464800,2018-05-16 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.66,5.42,9.49,12,1031,,,62,7.2,20,,,,,20,801,Clouds,few clouds,02d
1526468400,2018-05-16 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.77,5.55,9.89,12,1031,,,62,7.2,20,,,,,20,801,Clouds,few clouds,02d
1526472000,2018-05-16 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.63,6.02,10.04,13,1031,,,58,7.72,40,,,,,20,801,Clouds,few clouds,02d
1526475600,2018-05-16 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.66,5.86,10.12,13,1031,,,54,7.72,60,,,,,20,801,Clouds,few clouds,02d
1526479200,2018-05-16 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.08,7.84,10.25,14,1031,,,62,6.17,60,,,,,20,801,Clouds,few clouds,02d
1526482800,2018-05-16 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.68,7.52,10.21,13,1031,,,58,5.66,70,,,,,20,801,Clouds,few clouds,02d
1526486400,2018-05-16 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.65,7.68,10.08,13,1031,,,62,5.66,80,,,,,20,801,Clouds,few clouds,02d
1526490000,2018-05-16 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.62,7.45,10.03,13,1030,,,58,5.66,60,,,,,40,802,Clouds,scattered clouds,03d
1526493600,2018-05-16 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.11,7.03,9.83,13,1031,,,62,5.66,60,,,,,40,802,Clouds,scattered clouds,03d
1526497200,2018-05-16 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.83,6.24,9.69,11,1031,,,62,4.63,50,,,,,40,802,Clouds,scattered clouds,03d
1526500800,2018-05-16 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.44,5.32,9,10,1031,,,71,4.12,70,,,,,40,802,Clouds,scattered clouds,03d
1526504400,2018-05-16 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.11,4.65,8,9.11,1031,,,76,3.09,60,,,,,0,800,Clear,sky is clear,01n
1526508000,2018-05-16 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.71,3.01,6,8.77,1031,,,87,3.6,40,,,,,0,800,Clear,sky is clear,01n
1526511600,2018-05-16 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.69,2.62,6,8.64,1030,,,87,4.12,40,,,,,0,800,Clear,sky is clear,01n
1526515200,2018-05-17 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.2,2.22,5,8.45,1030,,,93,4.12,50,,,,,40,802,Clouds,scattered clouds,03n
1526518800,2018-05-17 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.16,2.54,5,8.3,1030,,,93,3.6,30,,,,,40,802,Clouds,scattered clouds,03n
1526522400,2018-05-17 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,5.33,2.27,5,8.1,1030,,,93,2.57,20,,,,,20,801,Clouds,few clouds,02n
1526526000,2018-05-17 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,5.03,3.01,3,7.97,1030,,,93,1,330,,,,,40,802,Clouds,scattered clouds,03n
1526529600,2018-05-17 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.07,3.37,5,7.94,1029,,,100,2.57,60,,,,,40,802,Clouds,scattered clouds,03n
1526533200,2018-05-17 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,4.8,2.56,3,7.97,1029,,,100,1.54,80,,,,,75,803,Clouds,broken clouds,04d
1526536800,2018-05-17 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.06,4.15,6,8.37,1029,,,87,2.57,120,,,,,75,803,Clouds,broken clouds,04d
1526540400,2018-05-17 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.35,5.39,8.66,10,1029,,,66,3.6,120,,,,,0,800,Clear,sky is clear,01d
1526544000,2018-05-17 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.37,5.01,9.21,11,1029,,,54,5.14,100,,,,,0,800,Clear,sky is clear,01d
1526547600,2018-05-17 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.84,5.19,9.38,11,1029,,,54,5.66,100,,,,,0,800,Clear,sky is clear,01d
1526551200,2018-05-17 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.27,6.23,9.53,12,1029,,,58,5.14,100,,,,,0,800,Clear,sky is clear,01d
1526554800,2018-05-17 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.77,7.17,9.76,12,1029,,,58,4.63,90,,,,,0,800,Clear,sky is clear,01d
1526558400,2018-05-17 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.24,8.27,10.14,13,1029,,,62,4.12,90,,,,,75,803,Clouds,broken clouds,04d
1526562000,2018-05-17 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.77,8.36,10.47,13,1028,,,51,4.12,90,,,,,20,801,Clouds,few clouds,02d
1526565600,2018-05-17 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.6,9.33,10.69,15,1028,,,58,4.63,100,,,,,20,801,Clouds,few clouds,02d
1526569200,2018-05-17 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.59,7.17,10.69,15,1028,,,30,5.66,130,,,,,20,801,Clouds,few clouds,02d
1526572800,2018-05-17 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.58,7.41,10.62,15,1027,,,35,5.66,130,,,,,20,801,Clouds,few clouds,02d
1526576400,2018-05-17 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.15,7.15,10.4,14,1027,,,40,5.7,120,,,,,40,802,Clouds,scattered clouds,03d
1526580000,2018-05-17 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.22,7.32,10.07,13,1027,,,50,4.63,100,,,,,40,802,Clouds,scattered clouds,03d
1526583600,2018-05-17 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.81,6.39,9.63,12,1026,,,66,4.63,100,,,,,40,802,Clouds,scattered clouds,03d
1526587200,2018-05-17 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,9.4,5.14,8.72,10,1026,,,49,3.09,110,,,,,75,803,Clouds,broken clouds,04d
1526590800,2018-05-17 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.59,4.01,6,9,1027,,,75,3.09,120,,,,,75,803,Clouds,broken clouds,04n
1526594400,2018-05-17 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.07,3.24,6,8.6,1027,,,81,3.6,110,,,,,75,803,Clouds,broken clouds,04n
1526598000,2018-05-17 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.2,2.94,5,8.42,1026,,,93,3.09,120,,,,,75,803,Clouds,broken clouds,04n
1526601600,2018-05-18 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,5.35,3.19,4,8.24,1026,,,87,1.03,0,,,,,75,803,Clouds,broken clouds,04n
1526605200,2018-05-18 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,3.72,1.81,3,8.19,1026,,,93,0.51,0,,,,,75,803,Clouds,broken clouds,04n
1526608800,2018-05-18 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,3.58,1.83,2,7.98,1025,,,100,0.51,360,,,,,75,803,Clouds,broken clouds,04n
1526612400,2018-05-18 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,5.71,4.16,4,8.3,1025,,,93,0.51,360,,,,,75,803,Clouds,broken clouds,04n
1526616000,2018-05-18 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,5.41,3.63,5,8.39,1025,,,87,0.51,360,,,,,75,803,Clouds,broken clouds,04n
1526619600,2018-05-18 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,5.35,3.19,4,8.4,1025,,,87,1.03,0,,,,,75,803,Clouds,broken clouds,04d
1526623200,2018-05-18 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8,5.97,7,9,1025,,,76,1.03,0,,,,,75,803,Clouds,broken clouds,04d
1526626800,2018-05-18 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.75,8.31,9.3,11,1025,,,62,1.54,0,,,,,75,803,Clouds,broken clouds,04d
1526630400,2018-05-18 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.63,9.45,10.36,13,1025,,,47,2.06,110,,,,,75,803,Clouds,broken clouds,04d
1526634000,2018-05-18 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.07,11.16,10.99,15,1025,,,41,1.54,0,,,,,75,803,Clouds,broken clouds,04d
1526637600,2018-05-18 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.37,11.79,11.43,16,1025,,,45,3.09,100,,,,,75,803,Clouds,broken clouds,04d
1526641200,2018-05-18 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.87,11.12,11.83,17,1025,,,42,4.63,120,,,,,75,803,Clouds,broken clouds,04d
1526644800,2018-05-18 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.95,10.86,12.05,17,1025,,,36,4.63,150,,,,,75,803,Clouds,broken clouds,04d
1526648400,2018-05-18 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.04,10.6,12.33,17,1025,,,36,5.14,140,,,,,75,803,Clouds,broken clouds,04d
1526652000,2018-05-18 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.46,11.27,12.44,18,1024,,,39,5.14,120,,,,,75,803,Clouds,broken clouds,04d
1526655600,2018-05-18 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.51,10.6,12.6,18,1024,,,39,6.17,130,,,,,75,803,Clouds,broken clouds,04d
1526659200,2018-05-18 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.07,9.25,12.64,18,1024,,,25,6.17,140,,,,,75,803,Clouds,broken clouds,04d
1526662800,2018-05-18 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.63,9.24,12.4,17,1024,,,33,6.17,140,,,,,75,803,Clouds,broken clouds,04d
1526666400,2018-05-18 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.17,9.71,12.22,16,1024,,,44,5.66,140,,,,,75,803,Clouds,broken clouds,04d
1526670000,2018-05-18 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.16,10,11.89,16,1024,,,58,4.63,130,,,,,75,803,Clouds,broken clouds,04d
1526673600,2018-05-18 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.14,10.31,11.2,15,1024,,,67,3.09,120,,,,,75,803,Clouds,broken clouds,04d
1526677200,2018-05-18 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.09,9.82,9.89,14,1024,,,76,2.57,130,,,,,75,803,Clouds,broken clouds,04n
1526680800,2018-05-18 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,10.46,8.44,10,11,1023,,,82,2.06,120,,,,,75,803,Clouds,broken clouds,04n
1526684400,2018-05-18 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.96,7.54,7,10.16,1023,,,87,1,160,,,,,75,803,Clouds,broken clouds,04n
1526688000,2018-05-19 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.01,6.58,6,10,1023,,,93,1.03,160,,,,,40,802,Clouds,scattered clouds,03n
1526691600,2018-05-19 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.47,5.54,5,10,1023,,,100,1.92,206,,,,,40,802,Clouds,scattered clouds,03n
1526695200,2018-05-19 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,7.39,5.82,5,10,1023,,,93,1.03,300,,,,,40,802,Clouds,scattered clouds,03n
1526698800,2018-05-19 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.46,7.06,7.92,9.21,1022,,,81,0.51,300,,,,,40,802,Clouds,scattered clouds,03n
1526702400,2018-05-19 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.93,5.14,4,10,1022,,,100,1.54,300,,,,,20,801,Clouds,few clouds,02n
1526706000,2018-05-19 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,6.62,5.25,5,9.02,1022,,,93,0.51,290,,,,,20,801,Clouds,few clouds,02d
1526709600,2018-05-19 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,8.55,6.88,8,9.6,1022,,,93,1.54,0,,,,,20,801,Clouds,few clouds,02d
1526713200,2018-05-19 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.97,10.94,10.17,14,1022,,,62,1.54,0,,,,,20,801,Clouds,few clouds,02d
1526716800,2018-05-19 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.49,10.81,11.16,15,1022,,,39,2.57,250,,,,,20,801,Clouds,few clouds,02d
1526720400,2018-05-19 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.92,10.76,11.89,17,1022,,,29,4.12,220,,,,,75,803,Clouds,broken clouds,04d
1526724000,2018-05-19 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.48,10.78,12.45,17,1022,,,25,4.63,210,,,,,75,803,Clouds,broken clouds,04d
1526727600,2018-05-19 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.49,12.13,12.84,19,1021,,,34,5.14,130,,,,,75,803,Clouds,broken clouds,04d
1526731200,2018-05-19 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.3,14.39,12.99,19,1021,,,43,4.12,240,,,,,75,803,Clouds,broken clouds,04d
1526734800,2018-05-19 13:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.95,13.1,13.02,19,1021,,,46,5.66,230,,,,,75,803,Clouds,broken clouds,04d
1526738400,2018-05-19 14:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.73,12.6,13.12,20,1020,,,46,7.72,230,,,,,75,803,Clouds,broken clouds,04d
1526742000,2018-05-19 15:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,18.29,12.64,12.96,19,1020,,,49,7.2,240,,,,,75,803,Clouds,broken clouds,04d
1526745600,2018-05-19 16:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,17.85,12.47,12.83,19,1020,,,49,6.69,210,,,,,75,803,Clouds,broken clouds,04d
1526749200,2018-05-19 17:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,16.46,9.9,12.47,17,1019,,,52,8.23,220,,,,,75,803,Clouds,broken clouds,04d
1526752800,2018-05-19 18:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.97,10.33,12.11,17,1019,,,51,6.7,220,,,,,75,803,Clouds,broken clouds,04d
1526756400,2018-05-19 19:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.06,8.36,11.76,16,1019,,,48,7.72,220,,,,,0,800,Clear,sky is clear,01d
1526760000,2018-05-19 20:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.12,8.35,11.38,15,1019,,,48,6.17,210,,,,,0,800,Clear,sky is clear,01d
1526763600,2018-05-19 21:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.63,7.78,11,15,1019,,,48,6.17,190,,,,,0,800,Clear,sky is clear,01n
1526767200,2018-05-19 22:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.9,10.04,10.17,15,1019,,,44,3.09,160,,,,,0,800,Clear,sky is clear,01n
1526770800,2018-05-19 23:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.03,8.11,9.87,14,1018,,,47,4.63,210,,,,,0,800,Clear,sky is clear,01n
1526774400,2018-05-20 00:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.03,7.61,9.85,14,1018,,,44,5.14,210,,,,,0,800,Clear,sky is clear,01n
1526778000,2018-05-20 01:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.01,7.94,9.82,14,1018,,,44,4.63,210,,,,,0,800,Clear,sky is clear,01n
1526781600,2018-05-20 02:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13,9,9.85,14,1018,,,44,3.1,180,,,,,0,800,Clear,sky is clear,01n
1526785200,2018-05-20 03:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.02,9.39,9.91,14,1018,,,44,2.57,190,,,,,0,800,Clear,sky is clear,01n
1526788800,2018-05-20 04:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.09,9.34,9.62,13,1018,,,58,2.06,160,,,,,0,800,Clear,sky is clear,01n
1526792400,2018-05-20 05:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,11.68,9.45,9.48,12,1018,,,71,2.06,160,0.91,,,,75,500,Rain,light rain,10d
1526796000,2018-05-20 06:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,12.17,8.9,9.93,13,1018,,,62,3.09,170,,,,,0,800,Clear,sky is clear,01d
1526799600,2018-05-20 07:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.06,10.38,10.44,14,1018,,,63,2.57,150,,,,,75,803,Clouds,broken clouds,04d
1526803200,2018-05-20 08:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.13,10.55,10.95,14,1018,,,72,3.09,170,,,,,75,803,Clouds,broken clouds,04d
1526806800,2018-05-20 09:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,13.57,10.88,11.15,14,1018,,,82,4.12,150,0.14,,,,75,500,Rain,light rain,10d
1526810400,2018-05-20 10:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.02,11.1,11.21,15,1018,,,82,4.63,160,,,,,75,803,Clouds,broken clouds,04d
1526814000,2018-05-20 11:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,14.65,10.83,11.27,16,1018,,,76,5.7,150,,,,,75,803,Clouds,broken clouds,04d
1526817600,2018-05-20 12:00:00 +0000 UTC,3600,Dublin,53.349805,-6.26031,15.53,11.72,11.33,17,1018,,,72,5.7,140,,,,,75,803,Clouds,broken clouds,04d
