DATASOURCE,DAYOFSERVICE,TRIPID,PROGRNUMBER,STOPPOINTID,PLANNEDTIME_ARR,PLANNEDTIME_DEP,ACTUALTIME_ARR,ACTUALTIME_DEP,VEHICLEID,PASSENGERS,PASSENGERSIN,PASSENGERSOUT,DISTANCE,SUPPRESSED,JUSTIFICATIONID,LASTUPDATE,NOTE
3768,DB,02-MAY-18 00:00:00,6659733,22,1733,62880,62880,63049,63058,1001076,,,,,,,25-JUN-18 18:40:52,
3769,DB,02-MAY-18 00:00:00,6655502,61,2672,34394,34394,34102,34102,1932347,,,,,,,25-JUN-18 18:40:52,
3770,DB,02-MAY-18 00:00:00,6657973,29,2184,56529,56529,57046,57046,2172250,,,,,,,25-JUN-18 18:40:52,
3771,DB,02-MAY-18 00:00:00,6658319,5,2043,67688,67688,68079,68079,1932297,,,,,,,25-JUN-18 18:40:52,
3772,DB,02-MAY-18 00:00:00,6655547,10,1154,23363,23363,23208,23208,2693282,,,,,,,25-JUN-18 18:40:52,
3773,DB,02-MAY-18 00:00:00,6663954,10,4569,61333,61333,61342,61374,1000290,,,,,,,25-JUN-18 18:40:52,
3774,DB,02-MAY-18 00:00:00,6651616,11,946,65037,65037,64934,64949,2534842,,,,,,,25-JUN-18 18:40:52,
3775,DB,03-MAY-18 00:00:00,6650078,20,875,27566,27566,27617,27676,2406895,,,,,,,25-JUN-18 18:51:43,
3776,DB,03-MAY-18 00:00:00,6649675,37,2497,62224,62224,62219,62237,1000227,,,,,,,25-JUN-18 18:51:43,
3777,DB,03-MAY-18 00:00:00,6665245,7,4384,42005,42005,42079,42088,1001063,,,,,,,25-JUN-18 18:51:43,
3778,DB,03-MAY-18 00:00:00,6658746,5,1494,53751,53751,53985,53985,2868391,,,,,,,25-JUN-18 18:51:43,
3779,DB,03-MAY-18 00:00:00,6655405,51,2094,70241,70241,71536,71555,2172254,,,,,,,25-JUN-18 18:51:43,
3780,DB,02-MAY-18 00:00:00,6664971,16,3949,32260,32260,32251,32276,2868367,,,,,,,25-JUN-18 18:40:52,
3781,DB,03-MAY-18 00:00:00,6655814,84,4347,43850,43850,44483,44502,1001240,,,,,,,25-JUN-18 18:51:43,
3782,DB,03-MAY-18 00:00:00,6651595,52,6274,52696,52696,52365,52376,1000201,,,,,,,25-JUN-18 18:51:43,
3783,DB,03-MAY-18 00:00:00,6650129,56,2417,31916,31916,31793,31793,2172316,,,,,,,25-JUN-18 18:51:43,
3784,DB,03-MAY-18 00:00:00,6653465,57,2418,34850,34850,34895,34895,2534865,,,,,,,25-JUN-18 18:51:43,
3785,DB,03-MAY-18 00:00:00,6654030,18,2205,46662,46662,46860,46873,3088370,,,,,,,25-JUN-18 18:51:43,
3786,DB,03-MAY-18 00:00:00,6664758,40,7589,48842,48842,49618,49618,1000150,,,,,,,25-JUN-18 18:51:43,
3787,DB,03-MAY-18 00:00:00,6663094,33,2218,69422,69422,68992,69004,1000501,,,,,,,25-JUN-18 18:51:43,
3788,DB,03-MAY-18 00:00:00,6652519,1,1772,26400,26400,26401,26401,1000706,,,,,,,25-JUN-18 18:51:43,
3789,DB,03-MAY-18 00:00:00,6662325,40,7390,64058,64058,64558,64558,1000110,,,,,,,25-JUN-18 18:51:43,
3790,DB,03-MAY-18 00:00:00,6660364,18,1232,45815,45815,46056,46056,1000245,,,,,,,25-JUN-18 18:51:43,
3791,DB,03-MAY-18 00:00:00,6649940,41,7180,70947,70947,70814,70827,1001103,,,,,,,25-JUN-18 18:51:43,
3792,DB,03-MAY-18 00:00:00,6655755,25,4489,78785,78785,79050,79058,1000601,,,,,,,25-JUN-18 18:51:43,
3793,DB,03-MAY-18 00:00:00,6649479,49,315,27719,27719,28061,28111,1000614,,,,,,,25-JUN-18 18:51:43,
3794,DB,03-MAY-18 00:00:00,6658635,32,1317,85051,85051,85474,85474,1001244,,,,,,,25-JUN-18 18:51:43,
3795,DB,03-MAY-18 00:00:00,6660122,41,4563,70973,70973,71097,71129,1000774,,,,,,,25-JUN-18 18:51:43,
3796,DB,03-MAY-18 00:00:00,6650248,21,2064,60701,60701,60595,60607,2406878,,,,,,,25-JUN-18 18:51:43,
3797,DB,03-MAY-18 00:00:00,6654269,10,1154,81991,81991,82116,82130,2868362,,,,,,,25-JUN-18 18:51:43,
3798,DB,03-MAY-18 00:00:00,6662350,43,554,73748,73748,73652,73652,1000780,,,,,,,25-JUN-18 18:51:43,
3799,DB,03-MAY-18 00:00:00,6648291,71,1201,60722,60722,61257,61278,1932331,,,,,,,25-JUN-18 18:51:43,
3800,DB,03-MAY-18 00:00:00,6650559,67,6315,31129,31129,32759,32759,2693282,,,,,,,25-JUN-18 18:51:43,
3801,DB,03-MAY-18 00:00:00,6656230,11,1245,57513,57513,57693,57708,2868404,,,,,,,25-JUN-18 18:51:43,
3802,DB,04-MAY-18 00:00:00,6660880,66,4664,54393,54393,54769,54842,1932307,,,,,,,25-JUN-18 19:01:32,
3803,DB,04-MAY-18 00:00:00,6659792,78,2138,62354,62354,63265,63277,2172303,,,,,,,25-JUN-18 19:01:32,
3804,DB,04-MAY-18 00:00:00,6660325,71,1445,81519,81519,81621,81632,1930281,,,,,,,25-JUN-18 19:01:32,
3805,DB,04-MAY-18 00:00:00,6655790,49,1293,64891,64891,64740,64747,1932358,,,,,,,25-JUN-18 19:01:32,
3806,DB,04-MAY-18 00:00:00,6656983,42,908,58840,58840,60133,60133,1000576,,,,,,,25-JUN-18 19:01:32,
3807,DB,04-MAY-18 00:00:00,6664173,42,2475,29151,29151,29081,29123,1001192,,,,,,,25-JUN-18 19:01:32,
3808,DB,04-MAY-18 00:00:00,6654366,17,1685,67238,67238,67560,67584,2172270,,,,,,,25-JUN-18 19:01:32,
3809,DB,04-MAY-18 00:00:00,6664744,23,985,29567,29567,29485,29485,2868313,,,,,,,25-JUN-18 19:01:32,
3810,DB,04-MAY-18 00:00:00,6649034,2,327,36127,36127,36152,36152,2406904,,,,,,,25-JUN-18 19:01:32,
3811,DB,04-MAY-18 00:00:00,6660018,7,6336,64114,64114,64129,64138,1001144,,,,,,,25-JUN-18 19:01:32,
3812,DB,04-MAY-18 00:00:00,6658969,29,576,54797,54797,54526,54541,1000732,,,,,,,25-JUN-18 19:01:32,
3813,DB,04-MAY-18 00:00:00,6660390,28,2718,46649,46649,46432,46446,2693248,,,,,,,25-JUN-18 19:01:32,
3814,DB,04-MAY-18 00:00:00,6650850,27,318,64652,64652,65385,65456,1000594,,,,,,,25-JUN-18 19:01:32,
3815,DB,04-MAY-18 00:00:00,6660965,38,2532,32794,32794,32270,32298,1000700,,,,,,,25-JUN-18 19:01:32,
3816,DB,04-MAY-18 00:00:00,6656920,9,2310,74666,74666,74808,74829,2693265,,,,,,,25-JUN-18 19:01:32,
3817,DB,04-MAY-18 00:00:00,6658382,7,4909,43667,43667,43682,43682,1000956,,,,,,,25-JUN-18 19:01:32,
3818,DB,04-MAY-18 00:00:00,6658685,33,4347,45872,45872,47651,47673,1001125,,,,,,,25-JUN-18 19:01:32,
3819,DB,04-MAY-18 00:00:00,6658893,47,610,66598,66598,67127,67144,2172295,,,,,,,25-JUN-18 19:01:32,
3820,DB,04-MAY-18 00:00:00,6655988,32,1436,66745,66745,66747,66747,1000935,,,,,,,25-JUN-18 19:01:32,
3821,DB,04-MAY-18 00:00:00,6655242,3,6251,32688,32688,32667,32667,2534835,,,,,,,25-JUN-18 19:01:32,
3822,DB,04-MAY-18 00:00:00,6663903,44,1941,66019,66019,66619,66628,1932310,,,,,,,25-JUN-18 19:01:32,
3823,DB,04-MAY-18 00:00:00,6658123,4,785,53014,53014,53084,53097,2172311,,,,,,,25-JUN-18 19:01:32,
3824,DB,04-MAY-18 00:00:00,6659945,39,2587,35776,35776,36126,36126,2693210,,,,,,,25-JUN-18 19:01:32,
3825,DB,04-MAY-18 00:00:00,6661752,35,1883,71211,71211,71782,71782,2868367,,,,,,,25-JUN-18 19:01:32,
3826,DB,08-MAY-18 00:00:00,6747368,28,254,81600,81600,81532,81532,1932356,,,,,,,26-JUN-18 07:43:13,
3827,DB,08-MAY-18 00:00:00,6735984,40,2014,31667,31667,30901,30911,1930278,,,,,,,26-JUN-18 07:43:13,
3828,DB,04-MAY-18 00:00:00,6663338,5,7017,59019,59019,58994,58994,1000934,,,,,,,25-JUN-18 19:01:32,
3829,DB,04-MAY-18 00:00:00,6665217,36,774,65352,65352,65558,65573,1000266,,,,,,,25-JUN-18 19:01:32,
3830,DB,04-MAY-18 00:00:00,6661523,45,2389,71573,71573,71577,71590,2172276,,,,,,,25-JUN-18 19:01:32,
3831,DB,04-MAY-18 00:00:00,6661961,15,854,63360,63360,63644,63644,2406872,,,,,,,25-JUN-18 19:01:32,
3832,DB,08-MAY-18 00:00:00,6745698,45,6341,31302,31302,31222,31232,1000158,,,,,,,26-JUN-18 07:43:13,
3833,DB,08-MAY-18 00:00:00,6736138,31,3674,86185,86185,85974,85974,1001097,,,,,,,26-JUN-18 07:43:13,
3834,DB,08-MAY-18 00:00:00,6734233,31,1317,43366,43366,43578,43600,2868334,,,,,,,26-JUN-18 07:43:13,
3835,DB,08-MAY-18 00:00:00,6749456,30,1169,29158,29158,28971,28971,1001134,,,,,,,26-JUN-18 07:43:13,
3836,DB,08-MAY-18 00:00:00,6735925,42,2863,54918,54918,54552,54552,1000964,,,,,,,26-JUN-18 07:43:13,
3837,DB,08-MAY-18 00:00:00,6736339,30,840,42826,42826,42945,42969,2868398,,,,,,,26-JUN-18 07:43:13,
3838,DB,08-MAY-18 00:00:00,6748079,4,1831,33464,33464,33521,33532,2534873,,,,,,,26-JUN-18 07:43:13,
3839,DB,08-MAY-18 00:00:00,6743866,15,2201,64895,64895,65348,65368,1932345,,,,,,,26-JUN-18 07:43:13,
3840,DB,08-MAY-18 00:00:00,6745046,64,219,28540,28540,27925,27925,1932321,,,,,,,26-JUN-18 07:43:13,
3841,DB,08-MAY-18 00:00:00,6740454,40,2845,31381,31381,31049,31061,1001244,,,,,,,26-JUN-18 07:43:13,
3842,DB,08-MAY-18 00:00:00,6735598,45,1076,42808,42808,42955,42955,2534826,,,,,,,26-JUN-18 07:43:13,
3843,DB,08-MAY-18 00:00:00,6741703,18,335,46898,46898,46914,46925,2868339,,,,,,,26-JUN-18 07:43:13,
3844,DB,08-MAY-18 00:00:00,6744528,18,1567,24704,24704,24808,24808,2172302,,,,,,,26-JUN-18 07:43:13,
3845,DB,08-MAY-18 00:00:00,6745980,12,169,70095,70095,70145,70145,2693230,,,,,,,26-JUN-18 07:43:13,
3846,DB,08-MAY-18 00:00:00,6744300,21,3752,31500,31500,31498,31514,1000189,,,,,,,26-JUN-18 07:43:13,
3847,DB,09-MAY-18 00:00:00,6736620,51,3212,50566,50566,50790,50803,2534805,,,,,,,26-JUN-18 08:08:03,
3848,DB,09-MAY-18 00:00:00,6735699,57,2380,36367,36367,36435,36456,1000239,,,,,,,26-JUN-18 08:08:03,
3849,DB,09-MAY-18 00:00:00,6739693,9,7342,61859,61859,61984,62039,2868363,,,,,,,26-JUN-18 08:08:03,
3850,DB,09-MAY-18 00:00:00,6749168,10,7242,44562,44562,44668,44668,1000211,,,,,,,26-JUN-18 08:08:03,
3851,DB,10-MAY-18 00:00:00,6734205,33,6132,56894,56894,57093,57093,1001148,,,,,,,26-JUN-18 08:24:53,
3852,DB,10-MAY-18 00:00:00,6739616,28,7348,58207,58207,58112,58156,1000894,,,,,,,26-JUN-18 08:24:53,
3853,DB,10-MAY-18 00:00:00,6749831,26,1228,32420,32420,32310,32310,1001156,,,,,,,26-JUN-18 08:24:53,
3854,DB,10-MAY-18 00:00:00,6735372,24,668,28976,28976,28920,28944,1000166,,,,,,,26-JUN-18 08:24:53,
3855,DB,10-MAY-18 00:00:00,6750414,50,2315,38056,38056,38739,38755,2172251,,,,,,,26-JUN-18 08:24:53,
3856,DB,10-MAY-18 00:00:00,6734011,48,1988,81995,81995,82128,82142,2868345,,,,,,,26-JUN-18 08:24:53,
3857,DB,10-MAY-18 00:00:00,6736066,24,6006,29117,29117,29884,29884,1000941,,,,,,,26-JUN-18 08:24:53,
3858,DB,09-MAY-18 00:00:00,6739025,4,14,66056,66056,66100,66100,1001157,,,,,,,26-JUN-18 08:08:03,
3859,DB,09-MAY-18 00:00:00,6734012,53,3440,86708,86708,86326,86326,1932306,,,,,,,26-JUN-18 08:08:03,
3860,DB,09-MAY-18 00:00:00,6737520,10,2148,54116,54116,54155,54168,1932353,,,,,,,26-JUN-18 08:08:03,
3861,DB,09-MAY-18 00:00:00,6742719,2,2040,67231,67231,67192,67259,1000716,,,,,,,26-JUN-18 08:08:03,
3862,DB,09-MAY-18 00:00:00,6742962,40,1907,27675,27675,27509,27509,1000616,,,,,,,26-JUN-18 08:08:03,
3863,DB,09-MAY-18 00:00:00,6735059,22,5128,56455,56455,56197,56210,1000377,,,,,,,26-JUN-18 08:08:03,
3864,DB,09-MAY-18 00:00:00,6734005,35,1973,50473,50473,50215,50215,1932306,,,,,,,26-JUN-18 08:08:03,
3865,DB,09-MAY-18 00:00:00,6749996,67,6315,42418,42418,42375,42388,2693227,,,,,,,26-JUN-18 08:08:03,
3866,DB,09-MAY-18 00:00:00,6744461,49,278,43494,43494,43204,43217,1932302,,,,,,,26-JUN-18 08:08:03,
3867,DB,09-MAY-18 00:00:00,6739070,33,3573,36132,36132,36567,36579,2534859,,,,,,,26-JUN-18 08:08:03,
3868,DB,09-MAY-18 00:00:00,6736904,23,2097,52448,52448,52711,52728,2172257,,,,,,,26-JUN-18 08:08:03,
3869,DB,09-MAY-18 00:00:00,6741233,4,2242,63056,63056,62949,62956,2868367,,,,,,,26-JUN-18 08:08:03,
3870,DB,09-MAY-18 00:00:00,6747738,6,919,43380,43380,43361,43361,2534814,,,,,,,26-JUN-18 08:08:03,
3871,DB,10-MAY-18 00:00:00,6747992,12,4570,56665,56665,56586,56610,1000296,,,,,,,26-JUN-18 08:24:53,
3872,DB,10-MAY-18 00:00:00,6746233,59,1303,67418,67418,67206,67206,1000115,,,,,,,26-JUN-18 08:24:53,
3873,DB,10-MAY-18 00:00:00,6737887,35,6149,35730,35730,36213,36224,2172300,,,,,,,26-JUN-18 08:24:53,
3874,DB,10-MAY-18 00:00:00,6746770,26,1754,31433,31433,31589,31589,1000774,,,,,,,26-JUN-18 08:24:53,
3875,DB,10-MAY-18 00:00:00,6741322,11,2111,38779,38779,38851,38864,2534835,,,,,,,26-JUN-18 08:24:53,
3876,DB,10-MAY-18 00:00:00,6740092,32,668,69296,69296,68751,68839,1932331,,,,,,,26-JUN-18 08:24:53,
3877,DB,10-MAY-18 00:00:00,6744470,10,3230,40115,40115,40252,40333,2534805,,,,,,,26-JUN-18 08:24:53,
3878,DB,10-MAY-18 00:00:00,6736679,9,3224,26572,26572,26632,26648,2534808,,,,,,,26-JUN-18 08:24:53,
3879,DB,10-MAY-18 00:00:00,6739954,6,3419,40510,40510,40601,40601,1932349,,,,,,,26-JUN-18 08:24:53,
3880,DB,10-MAY-18 00:00:00,6740716,1,7333,64920,64920,64901,64901,2406885,,,,,,,26-JUN-18 08:24:53,
3881,DB,10-MAY-18 00:00:00,6743039,29,2551,56404,56404,56500,56517,1000243,,,,,,,26-JUN-18 08:24:53,
3882,DB,10-MAY-18 00:00:00,6738790,8,354,60131,60131,60203,60203,1000154,,,,,,,26-JUN-18 08:24:53,
3883,DB,08-MAY-18 00:00:00,6747515,9,1291,56772,56772,56780,56798,2406889,,,,,,,26-JUN-18 07:43:13,
3884,DB,10-MAY-18 00:00:00,6737324,19,1221,80045,80045,80227,80227,2172252,,,,,,,26-JUN-18 08:24:53,
3885,DB,10-MAY-18 00:00:00,6738349,31,7581,73672,73672,74301,74345,2868389,,,,,,,26-JUN-18 08:24:53,
3886,DB,11-MAY-18 00:00:00,6737886,1,4606,27000,27000,27053,27053,1000744,,,,,,,26-JUN-18 08:40:43,
3887,DB,11-MAY-18 00:00:00,6740717,58,1908,74327,74327,74274,74274,2406865,,,,,,,26-JUN-18 08:40:43,
3888,DB,11-MAY-18 00:00:00,6748104,20,1747,66937,66937,67649,67674,1000345,,,,,,,26-JUN-18 08:40:43,
3889,DB,11-MAY-18 00:00:00,6744589,39,5060,50361,50361,50483,50483,1000205,,,,,,,26-JUN-18 08:40:43,
3890,DB,11-MAY-18 00:00:00,6736238,69,3007,53139,53139,53117,53124,2534869,,,,,,,26-JUN-18 08:40:43,
3891,DB,11-MAY-18 00:00:00,6733472,69,2339,66337,66337,65918,65918,2172247,,,,,,,26-JUN-18 08:40:43,
3892,DB,12-MAY-18 00:00:00,6744547,18,530,77076,77076,77418,77441,2693205,,,,,,,26-JUN-18 08:53:33,
3893,DB,12-MAY-18 00:00:00,6741376,19,4153,38547,38547,38556,38571,1000369,,,,,,,26-JUN-18 08:53:33,
3894,DB,12-MAY-18 00:00:00,6744549,24,535,84536,84536,84586,84595,2693205,,,,,,,26-JUN-18 08:53:33,
3895,DB,12-MAY-18 00:00:00,6736170,1,7391,25500,25500,25553,25553,1001227,,,,,,,26-JUN-18 08:53:33,
3896,DB,12-MAY-18 00:00:00,6741760,40,1988,49351,49351,49268,49283,2534790,,,,,,,26-JUN-18 08:53:33,
3897,DB,12-MAY-18 00:00:00,6742432,16,672,31079,31079,31316,31316,2693208,,,,,,,26-JUN-18 08:53:33,
3898,DB,12-MAY-18 00:00:00,6744303,17,2060,37541,37541,37459,37480,2406892,,,,,,,26-JUN-18 08:53:33,
3899,DB,12-MAY-18 00:00:00,6746001,7,7392,39375,39375,39133,39233,1000927,,,,,,,26-JUN-18 08:53:33,
3900,DB,12-MAY-18 00:00:00,6739316,36,2893,61307,61307,61819,61819,2172286,,,,,,,26-JUN-18 08:53:33,
3901,DB,12-MAY-18 00:00:00,6739826,72,2523,42194,42194,42319,42328,1000964,,,,,,,26-JUN-18 08:53:33,
3902,DB,11-MAY-18 00:00:00,6733545,18,1649,83278,83278,82984,83004,2868323,,,,,,,26-JUN-18 08:40:43,
3903,DB,11-MAY-18 00:00:00,6749128,70,2862,28941,28941,28576,28586,2868392,,,,,,,26-JUN-18 08:40:43,
3904,DB,11-MAY-18 00:00:00,6745448,65,2352,76071,76071,76049,76064,2534842,,,,,,,26-JUN-18 08:40:43,
3905,DB,11-MAY-18 00:00:00,6749069,37,1844,32880,32880,33092,33110,2534867,,,,,,,26-JUN-18 08:40:43,
3906,DB,11-MAY-18 00:00:00,6741121,42,2105,64641,64641,64940,64972,1000961,,,,,,,26-JUN-18 08:40:43,
3907,DB,10-MAY-18 00:00:00,6739608,72,4931,33499,33499,33806,33806,1932332,,,,,,,26-JUN-18 08:24:53,
3908,DB,10-MAY-18 00:00:00,6736087,35,1701,61417,61417,61702,61717,1000952,,,,,,,26-JUN-18 08:24:53,
3909,DB,10-MAY-18 00:00:00,6739612,53,4640,56586,56586,57044,57060,1932334,,,,,,,26-JUN-18 08:24:53,
3910,DB,10-MAY-18 00:00:00,6746230,45,1302,27596,27596,27243,27258,1000118,,,,,,,26-JUN-18 08:24:53,
3911,DB,10-MAY-18 00:00:00,6740411,27,3032,25023,25023,25220,25230,2534856,,,,,,,26-JUN-18 08:24:53,
3912,DB,11-MAY-18 00:00:00,6736089,30,3148,27738,27738,27852,27852,1000580,,,,,,,26-JUN-18 08:40:43,
3913,DB,11-MAY-18 00:00:00,6737880,42,1577,67935,67935,67358,67358,1932354,,,,,,,26-JUN-18 08:40:43,
3914,DB,11-MAY-18 00:00:00,6741245,67,3925,73822,73822,73844,73844,2868374,,,,,,,26-JUN-18 08:40:43,
3915,DB,11-MAY-18 00:00:00,6740384,17,1330,61354,61354,61310,61325,1001110,,,,,,,26-JUN-18 08:40:43,
3916,DB,11-MAY-18 00:00:00,6734622,34,1017,41731,41731,41629,41643,2693243,,,,,,,26-JUN-18 08:40:43,
3917,DB,11-MAY-18 00:00:00,6740856,55,47,40793,40793,40703,40754,1000116,,,,,,,26-JUN-18 08:40:43,
3918,DB,11-MAY-18 00:00:00,6736121,19,786,62512,62512,62261,62287,2693268,,,,,,,26-JUN-18 08:40:43,
3919,DB,11-MAY-18 00:00:00,6739755,11,845,48674,48674,49410,49459,2868336,,,,,,,26-JUN-18 08:40:43,
3920,DB,11-MAY-18 00:00:00,6745264,2,897,45046,45046,45049,45049,2693194,,,,,,,26-JUN-18 08:40:43,
3921,DB,11-MAY-18 00:00:00,6743366,45,3956,71201,71201,70856,70856,2868373,,,,,,,26-JUN-18 08:40:43,
3922,DB,11-MAY-18 00:00:00,6739211,7,1425,73571,73571,73625,73636,2693252,,,,,,,26-JUN-18 08:40:43,
3923,DB,11-MAY-18 00:00:00,6741288,43,1287,80349,80349,81209,81236,1932358,,,,,,,26-JUN-18 08:40:43,
3924,DB,11-MAY-18 00:00:00,6748977,48,1479,39613,39613,40187,40208,1000944,,,,,,,26-JUN-18 08:40:43,
3925,DB,11-MAY-18 00:00:00,6739575,60,908,44271,44271,44688,44702,1000299,,,,,,,26-JUN-18 08:40:43,
3926,DB,11-MAY-18 00:00:00,6740537,48,480,49657,49657,49602,49602,2172238,,,,,,,26-JUN-18 08:40:43,
3927,DB,11-MAY-18 00:00:00,6748368,11,4518,42526,42526,42550,42605,2534844,,,,,,,26-JUN-18 08:40:43,
3928,DB,11-MAY-18 00:00:00,6740234,31,4901,75786,75786,75576,75588,2693288,,,,,,,26-JUN-18 08:40:43,
3929,DB,11-MAY-18 00:00:00,6739979,19,2214,69964,69964,69717,69717,1001114,,,,,,,26-JUN-18 08:40:43,
3930,DB,12-MAY-18 00:00:00,6750135,34,3214,75110,75110,74958,74958,1001082,,,,,,,26-JUN-18 08:53:33,
3931,DB,11-MAY-18 00:00:00,6750068,37,1705,53964,53964,53811,53825,2534821,,,,,,,26-JUN-18 08:40:43,
3932,DB,11-MAY-18 00:00:00,6745129,24,5058,54198,54198,54594,54602,1000927,,,,,,,26-JUN-18 08:40:43,
3933,DB,12-MAY-18 00:00:00,6743740,56,1474,41039,41039,40228,40241,2693213,,,,,,,26-JUN-18 08:53:33,
3934,DB,12-MAY-18 00:00:00,6747641,29,1353,33197,33197,33196,33207,2172276,,,,,,,26-JUN-18 08:53:33,
3935,DB,11-MAY-18 00:00:00,6745863,25,1203,34144,34144,34494,34510,1001070,,,,,,,26-JUN-18 08:40:43,
3936,DB,10-MAY-18 00:00:00,6747847,10,4528,63585,63585,63584,63605,2868311,,,,,,,26-JUN-18 08:24:53,
3937,DB,10-MAY-18 00:00:00,6746117,59,166,45492,45492,45214,45214,2406883,,,,,,,26-JUN-18 08:24:53,
3938,DB,11-MAY-18 00:00:00,6748500,66,2573,53884,53884,54397,54408,1001152,,,,,,,26-JUN-18 08:40:43,
3939,DB,10-MAY-18 00:00:00,6734911,2,4526,81960,81960,81933,81933,1001219,,,,,0.0,4.849813862032922e+17,26-JUN-18 08:24:53,
3940,DB,10-MAY-18 00:00:00,6745178,57,2558,63345,63345,63856,63867,1001103,,,,,,,26-JUN-18 08:24:53,
3941,DB,13-MAY-18 00:00:00,6764790,24,4432,70879,70879,70620,70620,1001127,,,,,,,26-JUN-18 09:04:23,
3942,DB,13-MAY-18 00:00:00,6764790,51,1295,73218,73218,72596,72608,1001127,,,,,,,26-JUN-18 09:04:23,
3943,DB,13-MAY-18 00:00:00,6756350,47,1948,42916,42916,43483,43508,2868346,,,,,,,26-JUN-18 09:04:23,
3944,DB,13-MAY-18 00:00:00,6758660,39,1987,43191,43191,43871,43883,2868344,,,,,,,26-JUN-18 09:04:23,
3945,DB,13-MAY-18 00:00:00,6760574,6,2664,64439,64439,64447,64458,1932347,,,,,,,26-JUN-18 09:04:23,
3946,DB,12-MAY-18 00:00:00,6749591,24,2102,26207,26207,26461,26468,2172291,,,,,,,26-JUN-18 08:53:33,
3947,DB,12-MAY-18 00:00:00,6746215,38,470,23926,23926,24243,24255,1930281,,,,,,,26-JUN-18 08:53:33,
3948,DB,12-MAY-18 00:00:00,6734560,59,2101,41251,41251,41206,41221,2172292,,,,,,,26-JUN-18 08:53:33,
3949,DB,12-MAY-18 00:00:00,6743895,22,666,73292,73292,73471,73471,2693267,,,,,,,26-JUN-18 08:53:33,
3950,DB,12-MAY-18 00:00:00,6749327,11,7658,32254,32254,32242,32242,2406890,,,,,,,26-JUN-18 08:53:33,
3951,DB,14-MAY-18 00:00:00,6753629,20,1864,33316,33316,33330,33342,1000928,,,,,,,26-JUN-18 09:13:13,
3952,DB,12-MAY-18 00:00:00,6749192,16,2439,60992,60992,60935,60967,2172315,,,,,,,26-JUN-18 08:53:33,
3953,DB,14-MAY-18 00:00:00,6762453,21,1479,29476,29476,29287,29319,1000286,,,,,,,26-JUN-18 09:13:13,
3954,DB,14-MAY-18 00:00:00,6751649,18,1608,78258,78258,78234,78245,3088371,,,,,,,26-JUN-18 09:13:13,
3955,DB,14-MAY-18 00:00:00,6754135,20,1623,27038,27038,27408,27418,1001127,,,,,,,26-JUN-18 09:13:13,
3956,DB,14-MAY-18 00:00:00,6757534,1,6318,59400,59400,59414,59414,2534826,,,,,,,26-JUN-18 09:13:13,
3957,DB,14-MAY-18 00:00:00,6765469,48,2874,51527,51527,51889,51889,1001240,,,,,,,26-JUN-18 09:13:13,
3958,DB,14-MAY-18 00:00:00,6763158,53,2031,43316,43316,43304,43304,1000578,,,,,,,26-JUN-18 09:13:13,
3959,DB,14-MAY-18 00:00:00,6766890,58,2210,62957,62957,63590,63667,1000726,,,,,,,26-JUN-18 09:13:13,
3960,DB,13-MAY-18 00:00:00,6752313,16,2702,77387,77387,77414,77425,2868345,,,,,,,26-JUN-18 09:04:23,
3961,DB,13-MAY-18 00:00:00,6752536,57,522,37343,37343,37974,37974,2172249,,,,,,,26-JUN-18 09:04:23,
3962,DB,13-MAY-18 00:00:00,6751576,63,4173,65250,65250,65749,65764,1932301,,,,,,,26-JUN-18 09:04:23,
3963,DB,14-MAY-18 00:00:00,6754154,43,3654,84581,84581,85217,85217,2406899,,,,,,,26-JUN-18 09:13:13,
3964,DB,14-MAY-18 00:00:00,6760759,22,404,70500,70500,70581,70625,2534808,,,,,,,26-JUN-18 09:13:13,
3965,DB,14-MAY-18 00:00:00,6760194,40,1803,79382,79382,79532,79532,2534867,,,,,,,26-JUN-18 09:13:13,
3966,DB,14-MAY-18 00:00:00,6757924,42,1909,31644,31644,31475,31500,1000611,,,,,,,26-JUN-18 09:13:13,
3967,DB,14-MAY-18 00:00:00,6759579,24,2235,27174,27174,29233,29233,2868317,,,,,,,26-JUN-18 09:13:13,
3968,DB,12-MAY-18 00:00:00,6737398,28,7166,32481,32481,32752,32759,1000942,,,,,,,26-JUN-18 08:53:33,
3969,DB,12-MAY-18 00:00:00,6742872,18,2262,47736,47736,47844,47844,2693204,,,,,,,26-JUN-18 08:53:33,
3970,DB,12-MAY-18 00:00:00,6738917,34,2420,59995,59995,60356,60368,1932332,,,,,,,26-JUN-18 08:53:33,
3971,DB,12-MAY-18 00:00:00,6744777,58,4011,45449,45449,45402,45402,2534840,,,,,,,26-JUN-18 08:53:33,
3972,DB,12-MAY-18 00:00:00,6746204,30,2335,32799,32799,32709,32709,2172250,,,,,,,26-JUN-18 08:53:33,
3973,DB,14-MAY-18 00:00:00,6753263,37,1005,51234,51234,51066,51078,2693205,,,,,,,26-JUN-18 09:13:13,
3974,DB,14-MAY-18 00:00:00,6765575,63,6348,52777,52777,53198,53254,1932354,,,,,,,26-JUN-18 09:13:13,
3975,DB,14-MAY-18 00:00:00,6762694,60,616,66486,66486,66538,66538,2693208,,,,,,,26-JUN-18 09:13:13,
3976,DB,14-MAY-18 00:00:00,6751732,28,1472,85650,85650,85492,85492,1000872,,,,,,,26-JUN-18 09:13:13,
