DATASOURCE,DAYOFSERVICE,TRIPID,PROGRNUMBER,STOPPOINTID,PLANNEDTIME_ARR,PLANNEDTIME_DEP,ACTUALTIME_ARR,ACTUALTIME_DEP,VEHICLEID,PASSENGERS,PASSENGERSIN,PASSENGERSOUT,DISTANCE,SUPPRESSED,JUSTIFICATIONID,LASTUPDATE,NOTE
604,DB,22-JAN-18 00:00:00,6224042,15,741,46315,46315,46253,46272,2868354,,,,,,,30-JAN-18 13:53:42,
605,DB,22-JAN-18 00:00:00,6215266,58,845,45112,45112,45554,45586,2868318,,,,,,,30-JAN-18 13:53:42,
606,DB,22-JAN-18 00:00:00,6225123,64,4,62123,62123,61274,61274,2534807,,,,,1.0,4.8498138598371904e+17,30-JAN-18 13:53:42,
607,DB,22-JAN-18 00:00:00,6227671,33,1219,27417,27417,27315,27332,1001158,,,,,,,30-JAN-18 13:53:42,
608,DB,22-JAN-18 00:00:00,6220250,28,1369,35197,35197,36165,36165,1932322,,,,,,,30-JAN-18 13:53:42,
609,DB,22-JAN-18 00:00:00,6224834,29,1370,60926,60926,61573,61620,2868394,,,,,,,30-JAN-18 13:53:42,
610,DB,22-JAN-18 00:00:00,6223492,12,7602,70826,70826,70848,70863,2534802,,,,,,,30-JAN-18 13:53:42,
611,DB,22-JAN-18 00:00:00,6216198,5,1067,57820,57820,57719,57744,2534872,,,,,,,30-JAN-18 13:53:42,
612,DB,22-JAN-18 00:00:00,6226079,25,845,33480,33480,33369,33386,2172240,,,,,,,30-JAN-18 13:53:42,
613,DB,22-JAN-18 00:00:00,6227891,22,2482,53350,53350,53109,53109,1001078,,,,,,,30-JAN-18 13:53:42,
614,DB,22-JAN-18 00:00:00,6225995,43,3330,46383,46383,47116,47116,1000903,,,,,,,30-JAN-18 13:53:42,
615,DB,22-JAN-18 00:00:00,6222085,14,1451,60037,60037,60058,60086,2172312,,,,,,,30-JAN-18 13:53:42,
616,DB,23-JAN-18 00:00:00,6212046,13,7439,83238,83238,83257,83257,1000912,,,,,,,31-JAN-18 14:03:42,
617,DB,23-JAN-18 00:00:00,6223499,8,312,38622,38622,38803,38823,2868368,,,,,,,31-JAN-18 14:03:42,
618,DB,22-JAN-18 00:00:00,6228342,15,1159,64627,64627,65052,65068,2868401,,,,,,,30-JAN-18 13:53:42,
619,DB,22-JAN-18 00:00:00,6228452,35,205,49406,49406,49476,49516,2693263,,,,,,,30-JAN-18 13:53:42,
620,DB,23-JAN-18 00:00:00,6214256,63,1321,62270,62270,62317,62317,1932358,,,,,,,31-JAN-18 14:03:42,
621,DB,23-JAN-18 00:00:00,6225322,67,1599,51124,51124,51349,51349,2534825,,,,,,,31-JAN-18 14:03:42,
622,DB,23-JAN-18 00:00:00,6217110,62,2332,62615,62615,62968,62968,2172288,,,,,,,31-JAN-18 14:03:42,
623,DB,23-JAN-18 00:00:00,6226009,31,7164,44459,44459,44573,44573,2693202,,,,,,,31-JAN-18 14:03:42,
624,DB,23-JAN-18 00:00:00,6218630,10,842,23805,23805,23775,23775,1000584,,,,,,,31-JAN-18 14:03:42,
625,DB,23-JAN-18 00:00:00,6218346,14,1451,76034,76034,76013,76038,2172275,,,,,,,31-JAN-18 14:03:42,
626,DB,23-JAN-18 00:00:00,6215539,35,1348,59218,59218,59500,59516,1000113,,,,,,,31-JAN-18 14:03:42,
627,DB,23-JAN-18 00:00:00,6225409,20,189,31570,31570,32369,32379,2406903,,,,,,,31-JAN-18 14:03:42,
628,DB,23-JAN-18 00:00:00,6223731,24,1336,49189,49189,48994,48994,1000117,,,,,,,31-JAN-18 14:03:42,
629,DB,23-JAN-18 00:00:00,6221441,5,2977,69093,69093,69089,69103,1932321,,,,,,,31-JAN-18 14:03:42,
630,DB,23-JAN-18 00:00:00,6223691,38,1640,59601,59601,59454,59463,1001110,,,,,,,31-JAN-18 14:03:42,
631,DB,23-JAN-18 00:00:00,6212272,19,1229,31963,31963,32210,32210,1000196,,,,,,,31-JAN-18 14:03:42,
632,DB,23-JAN-18 00:00:00,6227053,32,2853,41470,41470,41444,41444,1000296,,,,,,,31-JAN-18 14:03:42,
633,DB,23-JAN-18 00:00:00,6221549,4,398,75780,75780,75869,75869,2868401,,,,,,,31-JAN-18 14:03:42,
634,DB,23-JAN-18 00:00:00,6215356,5,2467,33484,33484,33515,33534,2172301,,,,,,,31-JAN-18 14:03:42,
635,DB,23-JAN-18 00:00:00,6222580,49,619,33530,33530,33188,33199,1001068,,,,,,,31-JAN-18 14:03:42,
636,DB,23-JAN-18 00:00:00,6228449,12,119,33079,33079,33077,33096,2172293,,,,,,,31-JAN-18 14:03:42,
637,DB,23-JAN-18 00:00:00,6215187,19,2062,72354,72354,72802,72820,1000574,,,,,,,31-JAN-18 14:03:42,
638,DB,23-JAN-18 00:00:00,6219273,39,222,77781,77781,78016,78033,2693264,,,,,,,31-JAN-18 14:03:42,
639,DB,23-JAN-18 00:00:00,6214078,2,4177,49354,49354,49325,49346,2693225,,,,,,,31-JAN-18 14:03:42,
640,DB,23-JAN-18 00:00:00,6218747,69,762,55326,55326,56150,56150,1000952,,,,,,,31-JAN-18 14:03:42,
641,DB,23-JAN-18 00:00:00,6216708,32,3836,81363,81363,81498,81510,2693202,,,,,,,31-JAN-18 14:03:42,
642,DB,23-JAN-18 00:00:00,6226080,28,7435,30776,30776,31509,31509,1001204,,,,,,,31-JAN-18 14:03:42,
643,DB,23-JAN-18 00:00:00,6225836,55,3441,71614,71614,72318,72318,2693239,,,,,,,31-JAN-18 14:03:42,
644,DB,23-JAN-18 00:00:00,6224204,50,4708,28465,28465,28406,28406,1000960,,,,,,,31-JAN-18 14:03:42,
645,DB,23-JAN-18 00:00:00,6223324,82,1266,61385,61385,61471,61493,2172287,,,,,,,31-JAN-18 14:03:42,
646,DB,23-JAN-18 00:00:00,6227938,44,5099,79345,79345,79697,79697,1932368,,,,,,,31-JAN-18 14:03:42,
647,DB,24-JAN-18 00:00:00,6217023,19,6139,61811,61811,61782,61782,2172284,,,,,,,31-JAN-18 21:17:42,
648,DB,24-JAN-18 00:00:00,6218269,32,3675,75542,75542,75495,75495,1001107,,,,,,,31-JAN-18 21:17:42,
649,DB,24-JAN-18 00:00:00,6212144,75,5052,42370,42370,42654,42654,1001237,,,,,,,31-JAN-18 21:17:42,
650,DB,24-JAN-18 00:00:00,6223730,75,5052,47168,47168,46993,46993,1000957,,,,,,,31-JAN-18 21:17:42,
651,DB,24-JAN-18 00:00:00,6218467,4,497,60523,60523,60885,60914,2868406,,,,,,,31-JAN-18 21:17:42,
652,DB,24-JAN-18 00:00:00,6219438,1,7564,55800,55800,55783,55783,2534795,,,,,,,31-JAN-18 21:17:42,
653,DB,24-JAN-18 00:00:00,6212040,45,65,58772,58772,59412,59435,1000906,,,,,,,31-JAN-18 21:17:42,
654,DB,24-JAN-18 00:00:00,6217061,39,1354,66001,66001,66696,66714,2172252,,,,,,,31-JAN-18 21:17:42,
655,DB,24-JAN-18 00:00:00,6211983,56,2483,59557,59557,59339,59349,1932315,,,,,,,31-JAN-18 21:17:42,
656,DB,24-JAN-18 00:00:00,6220816,1,324,49800,49800,49880,49880,2172266,,,,,,,31-JAN-18 21:17:42,
657,DB,24-JAN-18 00:00:00,6222471,3,3671,72430,72430,72430,72430,1001149,,,,,,,31-JAN-18 21:17:42,
658,DB,24-JAN-18 00:00:00,6219863,24,6006,38974,38974,39113,39113,1000960,,,,,,,31-JAN-18 21:17:42,
659,DB,24-JAN-18 00:00:00,6225843,17,477,43206,43206,43290,43290,2868309,,,,,,,31-JAN-18 21:17:42,
660,DB,24-JAN-18 00:00:00,6212260,21,7576,85273,85273,85238,85252,2693215,,,,,,,31-JAN-18 21:17:42,
661,DB,24-JAN-18 00:00:00,6219526,7,4596,39970,39970,40153,40312,2693193,,,,,,,31-JAN-18 21:17:42,
662,DB,24-JAN-18 00:00:00,6223538,22,3941,29176,29176,29167,29167,2868318,,,,,,,31-JAN-18 21:17:42,
663,DB,24-JAN-18 00:00:00,6223413,10,3696,63204,63204,62694,62694,1000199,,,,,0.0,185828.0,31-JAN-18 21:17:42,
664,DB,24-JAN-18 00:00:00,6213576,57,2035,78485,78485,78404,78413,2406875,,,,,,,31-JAN-18 21:17:42,
665,DB,24-JAN-18 00:00:00,6218474,46,1871,28132,28132,27533,27546,1000603,,,,,,,31-JAN-18 21:17:42,
666,DB,24-JAN-18 00:00:00,6213629,11,4060,41778,41778,41914,41914,2693266,,,,,,,31-JAN-18 21:17:42,
667,DB,24-JAN-18 00:00:00,6216983,64,4,36622,36622,37037,37065,2693219,,,,,,,31-JAN-18 21:17:42,
668,DB,24-JAN-18 00:00:00,6223833,48,15,81495,81495,81847,81859,2172283,,,,,,,31-JAN-18 21:17:42,
669,DB,24-JAN-18 00:00:00,6218581,48,998,46304,46304,46545,46545,1000343,,,,,,,31-JAN-18 21:17:42,
670,DB,24-JAN-18 00:00:00,6218115,18,1162,36973,36973,36998,37013,2693227,,,,,,,31-JAN-18 21:17:42,
671,DB,24-JAN-18 00:00:00,6224065,4,405,31449,31449,31631,31659,2693273,,,,,,,31-JAN-18 21:17:42,
672,DB,24-JAN-18 00:00:00,6212609,58,165,28532,28532,28887,28906,2172274,,,,,,,31-JAN-18 21:17:42,
673,DB,24-JAN-18 00:00:00,6226804,56,1048,52878,52878,53606,53622,2406876,,,,,,,31-JAN-18 21:17:42,
674,DB,24-JAN-18 00:00:00,6227917,11,831,83007,83007,83012,83012,2693233,,,,,,,31-JAN-18 21:17:42,
675,DB,24-JAN-18 00:00:00,6219992,6,4661,29041,29041,29162,29171,2693223,,,,,,,31-JAN-18 21:17:42,
676,DB,24-JAN-18 00:00:00,6215871,27,4603,75985,75985,76139,76157,2693236,,,,,,,31-JAN-18 21:17:42,
677,DB,24-JAN-18 00:00:00,6211966,2,3606,27949,27949,27949,27963,1000449,,,,,,,31-JAN-18 21:17:42,
678,DB,24-JAN-18 00:00:00,6217154,31,2336,49076,49076,49344,49359,1000160,,,,,,,31-JAN-18 21:17:42,
679,DB,24-JAN-18 00:00:00,6227916,20,72,80941,80941,80978,80978,2693233,,,,,,,31-JAN-18 21:17:42,
680,DB,24-JAN-18 00:00:00,6227275,87,2166,79499,79499,79742,79742,2693196,,,,,,,31-JAN-18 21:17:42,
681,DB,24-JAN-18 00:00:00,6218682,19,1609,58117,58117,57869,57869,2868346,,,,,0.0,4.84981385988077e+17,31-JAN-18 21:17:42,
682,DB,25-JAN-18 00:00:00,6212838,72,2970,77625,77625,78913,78913,1932321,,,,,,,02-FEB-18 09:11:44,
683,DB,25-JAN-18 00:00:00,6218371,33,2996,59626,59626,59742,59756,2693277,,,,,,,02-FEB-18 09:11:44,
684,DB,25-JAN-18 00:00:00,6226323,12,846,61725,61725,61667,61675,1000578,,,,,,,02-FEB-18 09:11:44,
685,DB,25-JAN-18 00:00:00,6214457,83,2145,40064,40064,40727,40727,2693294,,,,,,,02-FEB-18 09:11:44,
686,DB,25-JAN-18 00:00:00,6227563,39,980,35234,35234,35467,35484,1001201,,,,,,,02-FEB-18 09:11:44,
687,DB,25-JAN-18 00:00:00,6217944,67,7068,81083,81083,81056,81056,1001236,,,,,,,02-FEB-18 09:11:44,
688,DB,25-JAN-18 00:00:00,6212529,42,4150,86758,86758,86983,86983,2534805,,,,,,,02-FEB-18 09:11:44,
689,DB,25-JAN-18 00:00:00,6217236,25,2777,76704,76704,76833,76833,2534792,,,,,,,02-FEB-18 09:11:44,
690,DB,25-JAN-18 00:00:00,6225868,14,4830,45111,45111,45572,45572,1001090,,,,,,,02-FEB-18 09:11:44,
691,DB,25-JAN-18 00:00:00,6221021,45,7166,32420,32420,33009,33009,1000866,,,,,,,02-FEB-18 09:11:44,
692,DB,25-JAN-18 00:00:00,6215475,26,757,30849,30849,31090,31110,1000865,,,,,,,02-FEB-18 09:11:44,
693,DB,25-JAN-18 00:00:00,6221951,62,2673,39292,39292,39298,39298,2693191,,,,,,,02-FEB-18 09:11:44,
694,DB,25-JAN-18 00:00:00,6222737,3,2041,53271,53271,53293,53331,1000720,,,,,,,02-FEB-18 09:11:44,
695,DB,25-JAN-18 00:00:00,6213583,35,1883,49842,49842,49794,49794,2406866,,,,,,,02-FEB-18 09:11:44,
696,DB,25-JAN-18 00:00:00,6213433,8,2676,35192,35192,35110,35110,2693244,,,,,,,02-FEB-18 09:11:44,
697,DB,25-JAN-18 00:00:00,6216100,25,1216,26322,26322,26628,26642,1000710,,,,,,,02-FEB-18 09:11:44,
698,DB,25-JAN-18 00:00:00,6220911,13,85,48799,48799,48652,48665,1932358,,,,,,,02-FEB-18 09:11:44,
699,DB,25-JAN-18 00:00:00,6222626,19,1841,56139,56139,56132,56144,1000176,,,,,,,02-FEB-18 09:11:44,
700,DB,25-JAN-18 00:00:00,6218712,14,2226,31860,31860,32166,32166,1001197,,,,,,,02-FEB-18 09:11:44,
701,DB,25-JAN-18 00:00:00,6216937,69,2521,52285,52285,52609,52609,1000263,,,,,,,02-FEB-18 09:11:44,
702,DB,25-JAN-18 00:00:00,6223658,12,967,83187,83187,83384,83396,2406902,,,,,,,02-FEB-18 09:11:44,
703,DB,25-JAN-18 00:00:00,6216242,82,5008,47202,47202,48286,48286,1000941,,,,,,,02-FEB-18 09:11:44,
704,DB,25-JAN-18 00:00:00,6219936,5,786,55135,55135,55005,55055,2406885,,,,,,,02-FEB-18 09:11:44,
705,DB,25-JAN-18 00:00:00,6228329,96,3809,38545,38545,38849,38862,2693199,,,,,,,02-FEB-18 09:11:44,
706,DB,25-JAN-18 00:00:00,6227690,36,2924,38334,38334,39370,39378,1000754,,,,,,,02-FEB-18 09:11:44,
707,DB,26-JAN-18 00:00:00,6222759,36,2221,69466,69466,69250,69250,1000873,,,,,,,06-FEB-18 09:32:15,
708,DB,26-JAN-18 00:00:00,6223980,27,759,69761,69761,70070,70070,1000578,,,,,,,06-FEB-18 09:32:15,
709,DB,26-JAN-18 00:00:00,6215248,41,907,46226,46226,47207,47219,1932300,,,,,,,06-FEB-18 09:32:15,
710,DB,26-JAN-18 00:00:00,6225113,6,2590,45239,45239,45305,45305,1001054,,,,,,,06-FEB-18 09:32:15,
711,DB,26-JAN-18 00:00:00,6217160,2,396,81086,81086,81037,81046,2172251,,,,,,,06-FEB-18 09:32:15,
712,DB,26-JAN-18 00:00:00,6212064,36,435,72536,72536,73634,73646,1000572,,,,,,,06-FEB-18 09:32:15,
713,DB,26-JAN-18 00:00:00,6228109,21,2063,37192,37192,37257,37271,1001182,,,,,,,06-FEB-18 09:32:15,
714,DB,26-JAN-18 00:00:00,6214340,48,1071,73904,73904,74683,74701,1000694,,,,,,,06-FEB-18 09:32:15,
715,DB,26-JAN-18 00:00:00,6217252,46,3957,85523,85523,86060,86079,2534817,,,,,,,06-FEB-18 09:32:15,
716,DB,26-JAN-18 00:00:00,6228108,35,2856,31519,31519,32170,32185,1001198,,,,,,,06-FEB-18 09:32:15,
717,DB,26-JAN-18 00:00:00,6226028,14,1741,29903,29903,30214,30227,1000712,,,,,,,06-FEB-18 09:32:15,
718,DB,26-JAN-18 00:00:00,6217034,32,4339,40131,40131,40359,40359,1001155,,,,,,,06-FEB-18 09:32:15,
719,DB,26-JAN-18 00:00:00,6213885,55,444,70644,70644,70705,70719,1930280,,,,,,,06-FEB-18 09:32:15,
720,DB,26-JAN-18 00:00:00,6215895,31,3546,36163,36163,36010,36027,1001093,,,,,,,06-FEB-18 09:32:15,
721,DB,26-JAN-18 00:00:00,6214382,4,785,48991,48991,49015,49027,2868316,,,,,,,06-FEB-18 09:32:15,
722,DB,26-JAN-18 00:00:00,6220957,43,1710,32964,32964,33098,33098,2693240,,,,,,,06-FEB-18 09:32:15,
723,DB,26-JAN-18 00:00:00,6223495,22,3705,82629,82629,82638,82655,1000116,,,,,,,06-FEB-18 09:32:15,
724,DB,26-JAN-18 00:00:00,6217420,55,775,30775,30775,30732,30770,2868329,,,,,,,06-FEB-18 09:32:15,
725,DB,26-JAN-18 00:00:00,6217066,34,7064,85399,85399,85906,85927,1932368,,,,,,,06-FEB-18 09:32:15,
726,DB,26-JAN-18 00:00:00,6218115,8,1152,36407,36407,36091,36110,2868401,,,,,,,06-FEB-18 09:32:15,
727,DB,26-JAN-18 00:00:00,6219669,57,414,40592,40592,40795,40795,1000716,,,,,,,06-FEB-18 09:32:15,
728,DB,26-JAN-18 00:00:00,6221389,26,1424,82210,82210,82277,82295,1000321,,,,,,,06-FEB-18 09:32:15,
729,DB,26-JAN-18 00:00:00,6223573,14,1388,52062,52062,52186,52198,1001174,,,,,,,06-FEB-18 09:32:15,
730,DB,28-JAN-18 00:00:00,6232340,56,750,41186,41186,41015,41015,1001137,,,,,,,06-FEB-18 13:03:54,
731,DB,28-JAN-18 00:00:00,6230538,56,4560,41578,41578,42141,42150,2534830,,,,,,,06-FEB-18 13:03:54,
732,DB,28-JAN-18 00:00:00,6238778,31,1317,62163,62163,62232,62276,2406887,,,,,,,06-FEB-18 13:03:54,
733,DB,28-JAN-18 00:00:00,6238783,37,887,80461,80461,80381,80381,2406887,,,,,,,06-FEB-18 13:03:54,
734,DB,28-JAN-18 00:00:00,6237838,16,905,48698,48698,48790,48810,1000710,,,,,,,06-FEB-18 13:03:54,
735,DB,28-JAN-18 00:00:00,6228812,35,4313,70120,70120,70433,70433,1000379,,,,,,,06-FEB-18 13:03:54,
736,DB,27-JAN-18 00:00:00,6212937,56,799,61895,61895,61848,61848,2534805,,,,,,,06-FEB-18 09:56:04,
737,DB,27-JAN-18 00:00:00,6217392,30,2610,55097,55097,55303,55303,2534841,,,,,,,06-FEB-18 09:56:04,
738,DB,27-JAN-18 00:00:00,6216114,46,44,65032,65032,65441,65441,2693253,,,,,,,06-FEB-18 09:56:04,
739,DB,27-JAN-18 00:00:00,6213038,31,1339,56940,56940,57055,57055,1001054,,,,,,,06-FEB-18 09:56:04,
740,DB,27-JAN-18 00:00:00,6226957,35,3365,75754,75754,75891,75891,1000135,,,,,,,06-FEB-18 09:56:04,
741,DB,27-JAN-18 00:00:00,6215845,20,1955,59016,59016,59050,59050,1932346,,,,,,,06-FEB-18 09:56:04,
742,DB,27-JAN-18 00:00:00,6217499,52,4567,62987,62987,63362,63393,2534811,,,,,,,06-FEB-18 09:56:04,
743,DB,27-JAN-18 00:00:00,6218814,57,2597,51505,51505,51708,51715,2534792,,,,,,,06-FEB-18 09:56:04,
744,DB,27-JAN-18 00:00:00,6216748,29,1632,65329,65329,65735,65735,1932358,,,,,,,06-FEB-18 09:56:04,
745,DB,27-JAN-18 00:00:00,6224822,17,3215,38015,38015,38038,38038,1001243,,,,,,,06-FEB-18 09:56:04,
746,DB,28-JAN-18 00:00:00,6238966,3,4865,47764,47764,47776,47776,1000756,,,,,,,06-FEB-18 13:03:54,
747,DB,28-JAN-18 00:00:00,6243429,43,1992,32399,32399,32489,32516,2693290,,,,,,,06-FEB-18 13:03:54,
748,DB,28-JAN-18 00:00:00,6229050,23,1350,38869,38869,38826,38852,1001139,,,,,,,06-FEB-18 13:03:54,
749,DB,28-JAN-18 00:00:00,6230086,56,1198,50432,50432,50732,50732,2172292,,,,,,,06-FEB-18 13:03:54,
750,DB,27-JAN-18 00:00:00,6214801,10,640,67816,67816,67841,67854,2868407,,,,,,,06-FEB-18 09:56:04,
751,DB,28-JAN-18 00:00:00,6232333,14,1275,62003,62003,62118,62134,2693212,,,,,,,06-FEB-18 13:03:54,
752,DB,28-JAN-18 00:00:00,6232970,48,999,81256,81256,81527,81527,1001166,,,,,,,06-FEB-18 13:03:54,
753,DB,27-JAN-18 00:00:00,6213539,39,1906,75165,75165,75255,75255,2406867,,,,,,,06-FEB-18 09:56:04,
754,DB,27-JAN-18 00:00:00,6215059,7,4384,83038,83038,83106,83106,2406899,,,,,,,06-FEB-18 09:56:04,
755,DB,27-JAN-18 00:00:00,6227663,8,2676,40555,40555,40754,40760,2693244,,,,,,,06-FEB-18 09:56:04,
756,DB,27-JAN-18 00:00:00,6225043,32,595,30809,30809,30829,30829,2693205,,,,,,,06-FEB-18 09:56:04,
757,DB,27-JAN-18 00:00:00,6220410,11,4924,36967,36967,37041,37053,1932358,,,,,,,06-FEB-18 09:56:04,
758,DB,27-JAN-18 00:00:00,6214386,51,335,28939,28939,28824,28844,2693234,,,,,,,06-FEB-18 09:56:04,
759,DB,27-JAN-18 00:00:00,6215054,33,610,62677,62677,63110,63110,2534813,,,,,,,06-FEB-18 09:56:04,
760,DB,27-JAN-18 00:00:00,6223809,23,2371,74881,74881,74952,74969,2868353,,,,,,,06-FEB-18 09:56:04,
761,DB,27-JAN-18 00:00:00,6221606,50,4153,39239,39239,39368,39385,2868333,,,,,,,06-FEB-18 09:56:04,
762,DB,27-JAN-18 00:00:00,6212592,31,1360,49125,49125,49212,49212,1001212,,,,,1.0,4.849813859961933e+17,06-FEB-18 09:56:04,
763,DB,27-JAN-18 00:00:00,6226187,9,1291,67429,67429,67799,67799,1000698,,,,,,,06-FEB-18 09:56:04,
764,DB,28-JAN-18 00:00:00,6239780,9,2497,84809,84809,84895,84895,1932312,,,,,,,06-FEB-18 13:03:54,
765,DB,27-JAN-18 00:00:00,6226386,11,946,24664,24664,24694,24694,2868401,,,,,,,06-FEB-18 09:56:04,
766,DB,27-JAN-18 00:00:00,6213402,33,1363,80530,80530,80862,80862,2534862,,,,,,,06-FEB-18 09:56:04,
767,DB,27-JAN-18 00:00:00,6212799,35,1457,67055,67055,66994,67007,2534801,,,,,,,06-FEB-18 09:56:04,
768,DB,27-JAN-18 00:00:00,6217965,10,2148,58043,58043,57961,57993,2534835,,,,,,,06-FEB-18 09:56:04,
769,DB,27-JAN-18 00:00:00,6217955,54,1004,57416,57416,57593,57593,1000478,,,,,,,06-FEB-18 09:56:04,
770,DB,27-JAN-18 00:00:00,6220420,45,7154,44162,44162,43761,43761,2868392,,,,,,,06-FEB-18 09:56:04,
771,DB,26-JAN-18 00:00:00,6215291,9,2432,64038,64038,63945,63945,2172309,,,,,,,06-FEB-18 09:32:15,
772,DB,26-JAN-18 00:00:00,6212611,11,2434,36505,36505,37201,37226,2172271,,,,,,,06-FEB-18 09:32:15,
773,DB,26-JAN-18 00:00:00,6223073,13,2312,54280,54280,54374,54393,2172256,,,,,,,06-FEB-18 09:32:15,
774,DB,26-JAN-18 00:00:00,6223944,51,492,27461,27461,26994,26994,2868382,,,,,,,06-FEB-18 09:32:15,
775,DB,26-JAN-18 00:00:00,6211931,3,7453,49416,49416,49415,49415,2868379,,,,,,,06-FEB-18 09:32:15,
776,DB,28-JAN-18 00:00:00,6242956,13,1444,70148,70148,70265,70265,2172314,,,,,,,06-FEB-18 13:03:54,
777,DB,28-JAN-18 00:00:00,6242865,24,973,66160,66160,66379,66392,2868360,,,,,,,06-FEB-18 13:03:54,
778,DB,30-JAN-18 00:00:00,6244262,25,4725,36002,36002,36089,36120,2534872,,,,,,,08-FEB-18 14:07:43,
779,DB,30-JAN-18 00:00:00,6237104,43,3205,30643,30643,30621,30639,2406874,,,,,,,08-FEB-18 14:07:43,
780,DB,30-JAN-18 00:00:00,6230982,37,2039,24826,24826,24395,24395,1000372,,,,,,,08-FEB-18 14:07:43,
781,DB,31-JAN-18 00:00:00,6229406,57,777,59873,59873,59894,59894,2693279,,,,,,,08-FEB-18 14:17:10,
782,DB,31-JAN-18 00:00:00,6232182,78,4383,81537,81537,81671,81681,2172247,,,,,,,08-FEB-18 14:17:10,
783,DB,31-JAN-18 00:00:00,6242748,15,7108,80001,80001,80079,80079,2693213,,,,,,,08-FEB-18 14:17:10,
784,DB,31-JAN-18 00:00:00,6239044,11,3410,68813,68813,68852,68852,2534833,,,,,,,08-FEB-18 14:17:10,
785,DB,31-JAN-18 00:00:00,6240180,53,3902,69812,69812,69927,69927,2693231,,,,,,,08-FEB-18 14:17:10,
786,DB,30-JAN-18 00:00:00,6229970,8,519,55444,55444,55532,55549,1000776,,,,,,,08-FEB-18 14:07:43,
787,DB,30-JAN-18 00:00:00,6231741,78,1559,62555,62555,61931,61931,2868306,,,,,,,08-FEB-18 14:07:43,
788,DB,30-JAN-18 00:00:00,6234108,26,659,52944,52944,53163,53163,2534814,,,,,,,08-FEB-18 14:07:43,
789,DB,30-JAN-18 00:00:00,6234595,44,1020,45070,45070,44759,44775,2868401,,,,,,,08-FEB-18 14:07:43,
790,DB,30-JAN-18 00:00:00,6230934,8,963,77607,77607,77738,77738,2534874,,,,,,,08-FEB-18 14:07:43,
791,DB,30-JAN-18 00:00:00,6238380,43,2476,81521,81521,81414,81414,1000963,,,,,,,08-FEB-18 14:07:43,
792,DB,30-JAN-18 00:00:00,6234188,75,3789,70926,70926,71625,71625,1932357,,,,,,,08-FEB-18 14:07:43,
793,DB,30-JAN-18 00:00:00,6231925,31,1231,33643,33643,33876,33876,1000111,,,,,,,08-FEB-18 14:07:43,
794,DB,30-JAN-18 00:00:00,6232671,8,7069,32061,32061,31912,31936,1001126,,,,,,,08-FEB-18 14:07:43,
795,DB,30-JAN-18 00:00:00,6245483,22,4281,76299,76299,76291,76302,2534809,,,,,,,08-FEB-18 14:07:43,
796,DB,30-JAN-18 00:00:00,6239988,24,3142,46965,46965,46845,46845,2868335,,,,,,,08-FEB-18 14:07:43,
797,DB,30-JAN-18 00:00:00,6241422,61,670,77231,77231,77513,77513,1932332,,,,,,,08-FEB-18 14:07:43,
798,DB,31-JAN-18 00:00:00,6234753,10,7092,54385,54385,54554,54583,2406905,,,,,,,08-FEB-18 14:17:10,
799,DB,31-JAN-18 00:00:00,6240714,34,499,42339,42339,42432,42448,2693256,,,,,,,08-FEB-18 14:17:10,
800,DB,31-JAN-18 00:00:00,6232806,18,1077,81373,81373,81400,81410,1000720,,,,,,,08-FEB-18 14:17:10,
801,DB,31-JAN-18 00:00:00,6243062,18,1377,45915,45915,45866,45879,2693198,,,,,,,08-FEB-18 14:17:10,
802,DB,30-JAN-18 00:00:00,6235679,43,200,69472,69472,69689,69700,2172275,,,,,,,08-FEB-18 14:07:43,
803,DB,30-JAN-18 00:00:00,6233327,13,1353,61977,61977,62583,62600,2868314,,,,,,,08-FEB-18 14:07:43,
804,DB,30-JAN-18 00:00:00,6243310,37,3278,81581,81581,81858,81871,1000377,,,,,,,08-FEB-18 14:07:43,
805,DB,30-JAN-18 00:00:00,6245375,34,336,84407,84407,84772,84846,2693232,,,,,,,08-FEB-18 14:07:43,
806,DB,30-JAN-18 00:00:00,6245252,6,7588,52013,52013,51942,51942,1000148,,,,,,,08-FEB-18 14:07:43,
807,DB,30-JAN-18 00:00:00,6239143,36,2003,48760,48760,48841,48855,1001103,,,,,,,08-FEB-18 14:07:43,
808,DB,31-JAN-18 00:00:00,6233947,46,149,67882,67882,68041,68064,2406934,,,,,,,08-FEB-18 14:17:10,
809,DB,31-JAN-18 00:00:00,6242122,89,4593,36486,36486,37237,37237,2868354,,,,,,,08-FEB-18 14:17:10,
810,DB,29-JAN-18 00:00:00,6234234,23,5056,24262,24262,23969,23969,1001125,,,,,,,28-FEB-18 10:24:30,
811,DB,31-JAN-18 00:00:00,6242930,19,39,36101,36101,36210,36222,2172272,,,,,,,08-FEB-18 14:17:10,
812,DB,31-JAN-18 00:00:00,6233664,2,568,57029,57029,57069,57069,1001072,,,,,,,08-FEB-18 14:17:10,
813,DB,31-JAN-18 00:00:00,6232658,11,3023,59339,59339,59530,59583,2406894,,,,,,,08-FEB-18 14:17:10,
814,DB,31-JAN-18 00:00:00,6228763,14,7425,26055,26055,26122,26133,2172304,,,,,,,08-FEB-18 14:17:10,
815,DB,31-JAN-18 00:00:00,6236639,21,1566,42732,42732,42693,42693,2172303,,,,,,,08-FEB-18 14:17:10,
